tidatrhob
 163
    0.071281729	      3.9061003	      0.0000000	     0.39061004
    0.071754469	      4.0080004	      0.0000000	     0.40080005
    0.072031889	      3.4061003	      0.0000000	     0.34061003
    0.072623379	      4.0345001	      0.0000000	     0.40345001
    0.075056381	      4.0395002	      0.0000000	     0.40395004
    0.075280830	      3.7165003	      0.0000000	     0.37165004
    0.075319570	      3.4482999	      0.0000000	     0.34483001
    0.075532686	      3.4294000	      0.0000000	     0.34294000
    0.075578530	      3.4956002	      0.0000000	     0.34956002
    0.077814948	      3.4870002	      0.0000000	     0.34870002
     0.13331314	      3.5541003	      0.0000000	     0.35541004
     0.13359383	      3.4782002	      0.0000000	     0.34782001
     0.13551854	      3.5461001	      0.0000000	     0.35461003
     0.13679334	      3.4820001	      0.0000000	     0.34820002
     0.13683241	      3.4851003	      0.0000000	     0.34851003
     0.14474243	      3.4491003	      0.0000000	     0.34491003
     0.17108562	      3.3197000	      0.0000000	     0.33197001
     0.17138354	      3.3580003	      0.0000000	     0.33580002
     0.17375661	      3.3697002	      0.0000000	     0.33697003
     0.17531557	      3.3324003	      0.0000000	     0.33324003
     0.17570480	      3.2509003	      0.0000000	     0.32509002
     0.18436024	      3.3402002	      0.0000000	     0.33402002
     0.18532469	      3.8291001	      0.0000000	     0.38291001
     0.18697641	      3.8392000	      0.0000000	     0.38392001
     0.18713498	      3.8462999	      0.0000000	     0.38462999
     0.19098984	      3.8939002	      0.0000000	     0.38939002
     0.20137915	      3.4010003	      0.0000000	     0.34010002
     0.20167341	      3.4673002	      0.0000000	     0.34673002
     0.20438026	      3.2913003	      0.0000000	     0.32913002
     0.20610714	      3.3740001	      0.0000000	     0.33740002
     0.20670125	      3.3397002	      0.0000000	     0.33397004
     0.21594423	      3.3839002	      0.0000000	     0.33839002
     0.23998111	      3.3132999	      0.0000000	     0.33133000
     0.24025108	      3.2385001	      0.0000000	     0.32385001
     0.24336329	      3.2519000	      0.0000000	     0.32519001
     0.24527007	      3.2636003	      0.0000000	     0.32636005
     0.24605888	      3.2527003	      0.0000000	     0.32527003
     0.25597023	      3.2902000	      0.0000000	     0.32901999
     0.27944750	      3.2115002	      0.0000000	     0.32115003
     0.27967410	      3.2066000	      0.0000000	     0.32066000
     0.28320727	      3.1875002	      0.0000000	     0.31875002
     0.28386964	      3.6299000	      0.0000000	     0.36298999
     0.28526973	      3.2182002	      0.0000000	     0.32182002
     0.28623552	      3.1829000	      0.0000000	     0.31829000
     0.28631990	      3.6824000	      0.0000000	     0.36824000
     0.28659039	      3.6330001	      0.0000000	     0.36330003
     0.29061711	      3.6533003	      0.0000000	     0.36533004
     0.29670767	      3.2672999	      0.0000000	     0.32672998
     0.37210147	      3.1054003	      0.0000000	     0.31054005
     0.37585943	      3.1444001	      0.0000000	     0.31444001
     0.37609301	      3.1196003	      0.0000000	     0.31196004
     0.37945545	      3.0406003	      0.0000000	     0.30406004
     0.45214906	      2.6422999	      0.0000000	     0.26422998
     0.45789673	      2.6665001	      0.0000000	     0.26665002
     0.45791741	      2.6445999	      0.0000000	     0.26446000
     0.45979911	      2.5824003	      0.0000000	     0.25824004
     0.47955992	      2.3757999	      0.0000000	     0.23757999
     0.47982444	      2.2858002	      0.0000000	     0.22858003
     0.48612676	      2.2924001	      0.0000000	     0.22924002
     0.48886940	      2.2734003	      0.0000000	     0.22734003
     0.49131025	      2.2809000	      0.0000000	     0.22809000
     0.50299056	      2.3158002	      0.0000000	     0.23158002
     0.59078616	      1.8552002	      0.0000000	     0.18552002
     0.59837307	      1.8417001	      0.0000000	     0.18417001
     0.60122183	      1.8434001	      0.0000000	     0.18434002
     0.60191616	      1.8462000	      0.0000000	     0.18462001
     0.72262285	      1.4894001	      0.0000000	     0.14894001
     0.72263133	      1.3134000	      0.0000000	     0.13134001
     0.72444630	      1.5131000	      0.0000000	     0.15131001
     0.72971867	      1.3092002	      0.0000000	     0.13092002
     0.73685675	      1.4425001	      0.0000000	     0.14425002
     0.74013584	      1.3057001	      0.0000000	     0.13057001
     0.74070120	      1.4469001	      0.0000000	     0.14469002
     0.74194991	      1.2597001	      0.0000000	     0.12597001
     0.74264154	      1.4810001	      0.0000000	     0.14810000
     0.74355945	      1.4561000	      0.0000000	     0.14561000
     0.74759632	      1.4177002	      0.0000000	     0.14177002
     0.74932649	      1.4324001	      0.0000000	     0.14324002
     0.75747973	      1.3983002	      0.0000000	     0.13983002
     0.75966786	      1.4132001	      0.0000000	     0.14132002
     0.76110019	      1.4053001	      0.0000000	     0.14053002
     0.76185797	      1.3502002	      0.0000000	     0.13502002
     0.76408424	      1.3408999	      0.0000000	     0.13408999
     0.77671654	      1.3607000	      0.0000000	     0.13607000
     0.77709465	      1.3109001	      0.0000000	     0.13109002
     0.77801154	      1.3041002	      0.0000000	     0.13041002
     0.77847306	      1.3095001	      0.0000000	     0.13095002
     0.78213197	      1.2955000	      0.0000000	     0.12955001
     0.78317027	      1.2921001	      0.0000000	     0.12921001
     0.79010739	      1.2743000	      0.0000000	     0.12743001
     0.79577732	      1.2396001	      0.0000000	     0.12396001
     0.79763432	      1.2467002	      0.0000000	     0.12467002
     0.79952590	      1.2543001	      0.0000000	     0.12543002
     0.81170216	      1.0624001	      0.0000000	     0.10624001
     0.81340336	      1.2035000	      0.0000000	     0.12035000
     0.81357815	      1.0309001	      0.0000000	     0.10309001
     0.81712213	      1.0371001	      0.0000000	     0.10371001
     0.82176702	      1.1798002	      0.0000000	     0.11798002
     0.82470891	      1.1505001	      0.0000000	     0.11505001
     0.83222850	      1.0064000	      0.0000000	     0.10064000
     0.83339680	      1.1014000	      0.0000000	     0.11014000
     0.83454683	     0.96800005	      0.0000000	    0.096800007
     0.83560232	      1.1082000	      0.0000000	     0.11082000
     0.83838071	      1.1205001	      0.0000000	     0.11205001
     0.84132496	      1.1099001	      0.0000000	     0.11099001
     0.84596160	      1.0947000	      0.0000000	     0.10947000
