 Global NB Heating and Current Drive Parameters
 ----------------------------------------------
 TOTALS:
 Total Absorbed Power      =    4.8800 MW
 Total Lost Power          =     .0000 MW
 Total NB Driven Current   =   .15264E+06 A
 Total NBCD Efficiency     =   .31278E-01 A/W
 Total Beam Beta           =   .20952E-02
 Taus                      =   .38042E-02 s
 Volp                      =   .17511E+02 m3

 Information per Beamline and Energy Group:
 -----------------------------------------
                       Beam 1          Beam 2          Beam 3
                       ------          ------          ------
 Absorbed Power      .48800E+01
 Lost Power          .00000E+00
 NB driven current   .15264E+06
 NBCD efficiency     .31278E-01
 NBCD gamma          .16606E-01

 Beam Shinethrough
    energy group 1   .00000E+00
    energy group 2   .00000E+00
    energy group 3   .00000E+00

 Beam-Target Parameters
 ----------------------
 Total Beam-Target Fusion Power   =   .37444E-03 MW
 Total Power to Charged Particles =   .24709E-03 MW
 Total DT Neutron Rate            =   .00000E+00 n/s
 Total DD Neutron Rate            =   .32445E+15 n/s

 Neutral Beam Deposition Profiles
 --------------------------------
 Beam  1
     rho      hofr_1       hofr_2       hofr_3
   .00000   .62535E+00   .62515E+00   .62504E+00
   .01176   .62531E+00   .62507E+00   .62493E+00
   .02352   .62518E+00   .62483E+00   .62459E+00
   .03528   .62497E+00   .62442E+00   .62403E+00
   .04704   .62468E+00   .62385E+00   .62324E+00
   .05880   .62430E+00   .62311E+00   .62222E+00
   .07056   .62383E+00   .62219E+00   .62097E+00
   .08232   .62326E+00   .62111E+00   .61949E+00
   .09408   .62261E+00   .61983E+00   .61777E+00
   .10584   .62183E+00   .61837E+00   .61580E+00
   .11760   .62095E+00   .61670E+00   .61359E+00
   .12936   .61879E+00   .61271E+00   .60840E+00
   .14112   .61700E+00   .60943E+00   .60420E+00
   .15288   .61519E+00   .60615E+00   .60009E+00
   .16464   .61333E+00   .60283E+00   .59598E+00
   .17640   .61142E+00   .59946E+00   .59186E+00
   .18816   .60947E+00   .59603E+00   .58775E+00
   .19992   .60747E+00   .59256E+00   .58365E+00
   .21168   .60544E+00   .58907E+00   .57957E+00
   .22344   .60336E+00   .58554E+00   .57551E+00
   .23520   .60127E+00   .58201E+00   .57149E+00
   .24696   .59915E+00   .57847E+00   .56752E+00
   .25872   .59701E+00   .57493E+00   .56359E+00
   .27048   .59486E+00   .57140E+00   .55972E+00
   .28224   .59270E+00   .56788E+00   .55590E+00
   .29400   .59050E+00   .56434E+00   .55211E+00
   .30576   .58833E+00   .56085E+00   .54840E+00
   .31752   .58616E+00   .55738E+00   .54475E+00
   .32928   .58400E+00   .55395E+00   .54116E+00
   .34104   .58184E+00   .55052E+00   .53762E+00
   .35280   .57970E+00   .54713E+00   .53414E+00
   .36456   .57756E+00   .54377E+00   .53071E+00
   .37632   .57544E+00   .54043E+00   .52734E+00
   .38808   .57335E+00   .53713E+00   .52403E+00
   .39984   .57130E+00   .53388E+00   .52077E+00
   .41160   .56929E+00   .53066E+00   .51757E+00
   .42336   .56734E+00   .52750E+00   .51443E+00
   .43512   .56547E+00   .52438E+00   .51135E+00
   .44688   .56372E+00   .52133E+00   .50833E+00
   .45864   .56209E+00   .51833E+00   .50537E+00
   .47040   .56063E+00   .51541E+00   .50246E+00
   .48216   .55939E+00   .51258E+00   .49962E+00
   .49392   .55842E+00   .50984E+00   .49684E+00
   .50568   .55783E+00   .50721E+00   .49413E+00
   .51744   .55773E+00   .50473E+00   .49148E+00
   .52920   .55837E+00   .50242E+00   .48892E+00
   .54096   .56028E+00   .50043E+00   .48646E+00
   .55272   .56465E+00   .49901E+00   .48418E+00
   .56448   .57952E+00   .49995E+00   .48249E+00
   .57624   .57576E+00   .49681E+00   .47984E+00
   .58800   .00000E+00   .00000E+00   .00000E+00

   rho     jnbtot      pNBe        pNBi        nbfast      pressb      pfusb      dvol      dA
  .0000   .3386E+06   .5699E+00   .9610E+00   .6456E+19   .2479E+05   .2086E-03   .1441E-02   .1358E-03
  .0200   .8795E+06   .1158E+01   .1947E+01   .1311E+20   .5031E+05   .4219E-03   .1153E-01   .1086E-02
  .0400   .6296E+06   .7655E+00   .1283E+01   .8660E+19   .3322E+05   .2774E-03   .2307E-01   .2174E-02
  .0600   .5890E+06   .6794E+00   .1132E+01   .7676E+19   .2941E+05   .2443E-03   .3464E-01   .3264E-02
  .0800   .5713E+06   .6344E+00   .1049E+01   .7153E+19   .2735E+05   .2256E-03   .4625E-01   .4358E-02
  .1000   .5572E+06   .6012E+00   .9840E+00   .6760E+19   .2579E+05   .2109E-03   .5792E-01   .5458E-02
  .1200   .5422E+06   .5722E+00   .9252E+00   .6412E+19   .2439E+05   .1974E-03   .6965E-01   .6563E-02
  .1400   .5251E+06   .5448E+00   .8687E+00   .6078E+19   .2304E+05   .1845E-03   .8146E-01   .7676E-02
  .1600   .5060E+06   .5180E+00   .8131E+00   .5749E+19   .2171E+05   .1717E-03   .9337E-01   .8798E-02
  .1800   .4848E+06   .4912E+00   .7579E+00   .5418E+19   .2038E+05   .1589E-03   .1054E+00   .9931E-02
  .2000   .4621E+06   .4646E+00   .7038E+00   .5089E+19   .1905E+05   .1464E-03   .1175E+00   .1107E-01
  .2200   .3575E+06   .3584E+00   .5327E+00   .3896E+19   .1450E+05   .1096E-03   .1298E+00   .1223E-01
  .2400   .3113E+06   .3118E+00   .4541E+00   .3360E+19   .1243E+05   .9237E-04   .1422E+00   .1340E-01
  .2600   .2783E+06   .2792E+00   .3977E+00   .2978E+19   .1095E+05   .7994E-04   .1548E+00   .1459E-01
  .2800   .2525E+06   .2542E+00   .3538E+00   .2680E+19   .9792E+04   .7015E-04   .1676E+00   .1579E-01
  .3000   .2315E+06   .2342E+00   .3182E+00   .2438E+19   .8846E+04   .6212E-04   .1805E+00   .1701E-01
  .3200   .2136E+06   .2177E+00   .2884E+00   .2235E+19   .8050E+04   .5539E-04   .1937E+00   .1825E-01
  .3400   .1978E+06   .2039E+00   .2630E+00   .2060E+19   .7363E+04   .4970E-04   .2071E+00   .1951E-01
  .3600   .1838E+06   .1920E+00   .2410E+00   .1907E+19   .6762E+04   .4480E-04   .2207E+00   .2079E-01
  .3800   .1714E+06   .1819E+00   .2219E+00   .1773E+19   .6233E+04   .4053E-04   .2345E+00   .2210E-01
  .4000   .1603E+06   .1731E+00   .2051E+00   .1653E+19   .5761E+04   .3676E-04   .2486E+00   .2343E-01
  .4200   .1502E+06   .1655E+00   .1903E+00   .1545E+19   .5338E+04   .3342E-04   .2630E+00   .2478E-01
  .4400   .1410E+06   .1589E+00   .1771E+00   .1448E+19   .4956E+04   .3044E-04   .2776E+00   .2616E-01
  .4600   .1326E+06   .1531E+00   .1653E+00   .1359E+19   .4609E+04   .2778E-04   .2926E+00   .2757E-01
  .4800   .1248E+06   .1480E+00   .1547E+00   .1278E+19   .4292E+04   .2539E-04   .3079E+00   .2901E-01
  .5000   .1176E+06   .1437E+00   .1452E+00   .1204E+19   .4003E+04   .2326E-04   .3235E+00   .3048E-01
  .5200   .1108E+06   .1398E+00   .1365E+00   .1135E+19   .3733E+04   .2132E-04   .3394E+00   .3198E-01
  .5400   .1044E+06   .1363E+00   .1285E+00   .1070E+19   .3483E+04   .1956E-04   .3557E+00   .3352E-01
  .5600   .9838E+05   .1333E+00   .1212E+00   .1010E+19   .3251E+04   .1796E-04   .3723E+00   .3509E-01
  .5800   .9271E+05   .1307E+00   .1144E+00   .9534E+18   .3034E+04   .1651E-04   .3894E+00   .3669E-01
  .6000   .8734E+05   .1283E+00   .1082E+00   .9002E+18   .2832E+04   .1517E-04   .4068E+00   .3833E-01
  .6200   .8227E+05   .1263E+00   .1024E+00   .8500E+18   .2642E+04   .1394E-04   .4246E+00   .4001E-01
  .6400   .7745E+05   .1246E+00   .9700E-01   .8027E+18   .2464E+04   .1281E-04   .4429E+00   .4173E-01
  .6600   .7286E+05   .1230E+00   .9190E-01   .7577E+18   .2297E+04   .1175E-04   .4616E+00   .4349E-01
  .6800   .6846E+05   .1216E+00   .8705E-01   .7148E+18   .2138E+04   .1077E-04   .4807E+00   .4530E-01
  .7000   .6426E+05   .1204E+00   .8243E-01   .6739E+18   .1988E+04   .9859E-05   .5003E+00   .4714E-01
  .7200   .6022E+05   .1194E+00   .7799E-01   .6345E+18   .1845E+04   .9002E-05   .5203E+00   .4903E-01
  .7400   .5631E+05   .1184E+00   .7367E-01   .5966E+18   .1709E+04   .8194E-05   .5409E+00   .5097E-01
  .7600   .5253E+05   .1175E+00   .6943E-01   .5598E+18   .1578E+04   .7429E-05   .5620E+00   .5295E-01
  .7800   .4886E+05   .1166E+00   .6527E-01   .5240E+18   .1452E+04   .6703E-05   .5835E+00   .5499E-01
  .8000   .4529E+05   .1157E+00   .6112E-01   .4890E+18   .1332E+04   .6011E-05   .6056E+00   .5707E-01
  .8200   .4179E+05   .1149E+00   .5699E-01   .4546E+18   .1214E+04   .5352E-05   .6283E+00   .5920E-01
  .8400   .3835E+05   .1140E+00   .5281E-01   .4205E+18   .1101E+04   .4721E-05   .6515E+00   .6139E-01
  .8600   .3494E+05   .1130E+00   .4860E-01   .3865E+18   .9893E+03   .4119E-05   .6752E+00   .6363E-01
  .8800   .3156E+05   .1120E+00   .4431E-01   .3524E+18   .8804E+03   .3537E-05   .6996E+00   .6592E-01
  .9000   .2818E+05   .1109E+00   .3996E-01   .3181E+18   .7733E+03   .3000E-05   .7245E+00   .6827E-01
  .9200   .2470E+05   .1098E+00   .3541E-01   .2822E+18   .6649E+03   .2473E-05   .7501E+00   .7068E-01
  .9400   .2080E+05   .1094E+00   .3035E-01   .2412E+18   .5457E+03   .1932E-05   .7763E+00   .7315E-01
  .9600   .1538E+05   .1134E+00   .2356E-01   .1817E+18   .3826E+03   .1270E-05   .8031E+00   .7567E-01
  .9800   .6309E+04   .1153E+00   .1206E-01   .8304E+17   .1463E+03   .4232E-06   .8305E+00   .7826E-01
 1.0000   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00   .0000E+00
