fiolC,miol,xre,rhor,xnC,xte,miolC,fiol,eiolC,xni,xti,eiol
0.00016675703847801924,0.10964349751483451,21400.0,0.16,2.4333333333333334e+17,4.16e+19,0.0010263195926850375,0.063792010188573542,0.00087761454892566781,3.67e+19,2020.0,0.11247703425613516
0.00016644011109729961,0.10957087023752582,22000.0,0.16500000000000001,2.4333333333333334e+17,4.14e+19,0.0010245917360653168,0.063729694309787546,0.00087608563953115446,3.66e+19,2010.0,0.11237850689414897
0.00016620891310155416,0.10950635295614422,22500.0,0.17000000000000001,2.4333333333333334e+17,4.13e+19,0.0010233229935103251,0.063675037349126079,0.00087495386695503005,3.65e+19,2000.0,0.11228965689614462
0.00016615511899194639,0.10945870423594506,23000.0,0.17500000000000002,2.4333333333333334e+17,4.12e+19,0.0010230052908911139,0.063636268973593146,0.00087464441338377518,3.64e+19,1990.0,0.11222089461865123
0.00016619412076124144,0.10941987907082593,23500.0,0.17999999999999999,2.4333333333333334e+17,4.1e+19,0.0010231850553152342,0.063605811550281291,0.00087476509590737514,3.63e+19,1980.0,0.11216263976419431
0.00016640921142085479,0.10939774150433723,23900.0,0.185,2.4333333333333334e+17,4.09e+19,0.0010243084147005832,0.063591051772829088,0.00087570143376456897,3.62e+19,1970.0,0.11212422874548697
0.00016672492430350725,0.10938513970849452,24400.0,0.19,2.4333333333333334e+17,4.08e+19,0.0010259709712066342,0.063585262078725252,0.00087710386038381655,3.61e+19,1960.0,0.11209715706149367
0.00016721625542048509,0.10938898423839066,24900.0,0.19500000000000001,2.4333333333333334e+17,4.06e+19,0.0010285728431430152,0.063594943421700439,0.00087931812579102736,3.6e+19,1950.0,0.11208962606434379
0.00016781698806048534,0.10940307402038642,25300.0,0.20000000000000001,2.4333333333333334e+17,4.05e+19,0.0010317598623966508,0.063614262459905174,0.00088203812683664137,3.59e+19,1940.0,0.11209426795407997
0.00016694256856208798,0.10927885595742776,25700.0,0.20500000000000002,2.4333333333333334e+17,4.03e+19,0.0010270429694720419,0.063503513249849292,0.00087792849051355549,3.58e+19,1920.0,0.11193563352441313
0.00016506804591901432,0.10906086986399154,26100.0,0.20999999999999999,2.4333333333333334e+17,4.02e+19,0.0010169674920198096,0.063304582176565871,0.00086918859156762238,3.58e+19,1910.0,0.11166630328498155
0.00016492987367132072,0.10900646425323923,26500.0,0.215,2.4333333333333334e+17,4e+19,0.0010162003394305482,0.063259385259798614,0.00086849168266216247,3.57e+19,1900.0,0.11159026179218091
0.00016607111750443351,0.10907259162972771,26900.0,0.22,2.4333333333333334e+17,3.99e+19,0.0010222919525297918,0.063327466142569566,0.0008737211874707357,3.56e+19,1890.0,0.11165664358637151
0.00016580956837047191,0.109006467905955,27300.0,0.22500000000000001,2.4333333333333334e+17,3.97e+19,0.0010208602274982908,0.063271390510504677,0.00087245138218702042,3.55e+19,1870.0,0.11156704912863138
0.00016442578486285082,0.10883454330197333,27600.0,0.23000000000000001,2.4333333333333334e+17,3.96e+19,0.0010134098319621939,0.063115989666571129,0.00086598212882947438,3.54e+19,1860.0,0.11135267366934669
0.00016316850687012158,0.10867395190475489,28000.0,0.23500000000000001,2.4333333333333334e+17,3.95e+19,0.0010066309308805299,0.062971388282207955,0.0008600941656426625,3.53e+19,1850.0,0.11115188201647545
0.00016202102611673246,0.10852319687567057,28300.0,0.23999999999999999,2.4333333333333334e+17,3.93e+19,0.0010004348363064869,0.062836160013698295,0.00085471071845309168,3.52e+19,1830.0,0.11096288008237819
0.00016246874738896366,0.10852469579763076,28600.0,0.245,2.4333333333333334e+17,3.92e+19,0.0010028094646515168,0.062843446737668965,0.00085672908212704397,3.51e+19,1820.0,0.11095341018482027
0.0001644178352735434,0.10866949255586812,28900.0,0.25,2.4333333333333334e+17,3.9e+19,0.00101325065574391,0.062984865219268174,0.0008657138560254885,3.5e+19,1810.0,0.11111291161577
0.00016507000636575286,0.1086911486882277,29200.0,0.255,2.4333333333333334e+17,3.89e+19,0.0010167279101236683,0.063010962417456337,0.00086868453426709269,3.49e+19,1790.0,0.11112737350271745
0.00016439879297595184,0.10858715112071196,29500.0,0.26000000000000001,2.4333333333333334e+17,3.87e+19,0.0010130991066333913,0.06291938483665363,0.00086551838020579839,3.49e+19,1780.0,0.11099383585496871
0.0001638337938737385,0.10849319794564707,29700.0,0.26500000000000001,2.4333333333333334e+17,3.86e+19,0.0010100391790523306,0.062837247147176617,0.000862843897443008,3.48e+19,1760.0,0.11087225367374755
0.00016338630845140944,0.10841035771542144,30000.0,0.27000000000000002,2.4333333333333334e+17,3.84e+19,0.0010076086460942327,0.062765553592783394,0.00086071339143600919,3.47e+19,1750.0,0.11076389881719524
0.00016303868481568209,0.10833708358029345,30200.0,0.27500000000000002,2.4333333333333334e+17,3.83e+19,0.0010057141474893627,0.062702817615318415,0.00085904596003243475,3.46e+19,1730.0,0.11066690975566813
0.00016281089532387677,0.10827528875928266,30400.0,0.28000000000000003,2.4333333333333334e+17,3.81e+19,0.0010044628901083659,0.062650830730167362,0.00085793421815296941,3.45e+19,1720.0,0.11058355964817126
0.00016267734826164572,0.10822257678428066,30600.0,0.28500000000000003,2.4333333333333334e+17,3.8e+19,0.0010037180342529306,0.06260732647702387,0.00085725979304664861,3.44e+19,1700.0,0.11051098759782037
0.0001626665355263021,0.10818169363198778,30800.0,0.28999999999999998,2.4333333333333334e+17,3.78e+19,0.0010036326780586916,0.062574869372541364,0.0008571548967611669,3.43e+19,1690.0,0.11045245208700841
0.00016274500873034425,0.10814940619548415,31000.0,0.29499999999999998,2.4333333333333334e+17,3.77e+19,0.0010040270292214972,0.062550427711867598,0.0008574641554519915,3.41e+19,1670.0,0.11040410688618557
0.00016294978887302963,0.10812927855204822,31100.0,0.29999999999999999,2.4333333333333334e+17,3.75e+19,0.0010050999907918296,0.06253732497170375,0.00085835929191417604,3.4e+19,1660.0,0.11037017724583512
0.00016323949428171381,0.10811726129911489,31300.0,0.30499999999999999,2.4333333333333334e+17,3.74e+19,0.0010066286381827725,0.062531781440336456,0.00085964777946309103,3.39e+19,1640.0,0.11034585785966237
0.00016365985394578071,0.10811772157003172,31400.0,0.31,2.4333333333333334e+17,3.72e+19,0.0010088583406823468,0.062537867460963847,0.00086154142253005268,3.38e+19,1630.0,0.11033632347991687
0.00016416131043920938,0.10812581462819927,31500.0,0.315,2.4333333333333334e+17,3.71e+19,0.0010115221211079465,0.062551070664345593,0.00086380973972243651,3.37e+19,1610.0,0.11033583543483415
0.00016479865891697406,0.10814669776230044,31600.0,0.32000000000000001,2.45e+17,3.69e+19,0.0010149132753555345,0.062576199957748185,0.00086670588923309531,3.36e+19,1600.0,0.11035050611269988
0.00016433890989395251,0.10806337038512982,31600.0,0.32500000000000001,2.45e+17,3.68e+19,0.0010124128521416011,0.06250418057217022,0.00086451776879618446,3.35e+19,1580.0,0.11024276119995106
0.00016187303972663622,0.10778948664449078,31700.0,0.33000000000000002,2.45e+17,3.67e+19,0.00099913925871231461,0.062254517887884997,0.00085303269759800355,3.34e+19,1560.0,0.1099111706357928
0.00016055582112521226,0.10762532500166484,31800.0,0.33500000000000002,2.45e+17,3.65e+19,0.00099203864604050168,0.062107065523246449,0.00084687457019573889,3.33e+19,1550.0,0.10970857636533003
0.00016153590565557297,0.10768060755446508,31800.0,0.34000000000000002,2.45e+17,3.64e+19,0.00099728399488363648,0.062164033797901273,0.00085137033038530695,3.32e+19,1530.0,0.10976397468225824
0.00016258439475158159,0.10774206739633392,31800.0,0.34500000000000003,2.45e+17,3.62e+19,0.0010028930855104769,0.062226771752535694,0.00085617999627479898,3.31e+19,1520.0,0.1098266957992826
0.00016378293257223708,0.1078170774206758,31800.0,0.35000000000000003,2.45e+17,3.61e+19,0.0010093000613402841,0.062302165779383439,0.0008616782295060595,3.3e+19,1500.0,0.10990547983264691
0.00016504756517735073,0.10789783159841025,31800.0,0.35499999999999998,2.45e+17,3.6e+19,0.0010160563261763047,0.062382948284198429,0.00086747797798841753,3.29e+19,1480.0,0.10999108466105152
0.00016647173691736335,0.10799245097398892,31800.0,0.35999999999999999,2.45e+17,3.58e+19,0.0010236557024066338,0.062476737459968831,0.00087400552190445961,3.27e+19,1470.0,0.11009315347748448
0.00016695371401597296,0.10799891677713803,31800.0,0.36499999999999999,2.45e+17,3.57e+19,0.0010262082183428193,0.062488320130512365,0.00087617820004311589,3.26e+19,1450.0,0.11009167820789867
0.00016492317207084109,0.1077703063871417,31700.0,0.37,2.4666666666666666e+17,3.56e+19,0.0010153024401612894,0.062280685453784235,0.00086673790277541011,3.25e+19,1430.0,0.10981408537559612
0.00016384866749356026,0.10763139529425814,31600.0,0.375,2.4666666666666666e+17,3.54e+19,0.0010095192140289375,0.062156635235391625,0.0008617174834471905,3.24e+19,1420.0,0.10964192362386418
0.0001656040335251186,0.1077579941208283,31600.0,0.38,2.4666666666666666e+17,3.53e+19,0.0010188987419621539,0.062279995013672144,0.00086977990281984969,3.23e+19,1400.0,0.10978183787062137
0.00016741609189167527,0.10788906849430782,31500.0,0.38500000000000001,2.4666666666666666e+17,3.52e+19,0.0010285735018545461,0.062407601497695211,0.00087809732778174369,3.22e+19,1380.0,0.10992708915800783
0.00016941548145213943,0.10803493163148786,31400.0,0.39000000000000001,2.4666666666666666e+17,3.51e+19,0.0010392238108294313,0.062549240574606674,0.00088725737990806585,3.21e+19,1370.0,0.11008997588399541
0.0001706103341573441,0.10810688801864052,31200.0,0.39500000000000002,2.4666666666666666e+17,3.49e+19,0.001045578029816728,0.062621872611389823,0.00089271031811415374,3.2e+19,1350.0,0.11016601134565646
0.00016881690711444204,0.10790433361997712,31100.0,0.40000000000000002,2.4666666666666666e+17,3.48e+19,0.001035975343135837,0.062438192784839211,0.00088439397604508604,3.19e+19,1330.0,0.10991945639696178
0.000167817236702432,0.10777456460149459,31000.0,0.40500000000000003,2.4833333333333334e+17,3.47e+19,0.0010306093444640636,0.062322453743177568,0.00087973330902612907,3.18e+19,1320.0,0.1097584943095999
0.00017015969947312536,0.10795126034166842,30800.0,0.41000000000000003,2.4833333333333334e+17,3.46e+19,0.0010430820321464715,0.062492781164206382,0.0008904649580076387,3.18e+19,1300.0,0.10995792321732337
0.0001725502889495079,0.10813132511709138,30700.0,0.41500000000000004,2.4833333333333334e+17,3.44e+19,0.0010558009620858309,0.062666360804598767,0.00090140950456344359,3.17e+19,1280.0,0.11016139411326181
0.00017517301900627348,0.10832764053312774,30500.0,0.41999999999999998,2.4833333333333334e+17,3.43e+19,0.0010697076487940144,0.062855627620744786,0.00091338096883055461,3.16e+19,1270.0,0.11038436165823717
0.00017715452359329012,0.10846687947679988,30300.0,0.42499999999999999,2.4833333333333334e+17,3.42e+19,0.0010802086310956608,0.062991429418570305,0.00092241303296034004,3.15e+19,1250.0,0.11054016617856757
0.00017554516554971208,0.10828649017523244,30100.0,0.42999999999999999,2.5e+17,3.41e+19,0.0010716376687206972,0.062827827113800999,0.00091498445632110035,3.14e+19,1230.0,0.11031985776088606
0.00017454255134998316,0.10815970325524836,29900.0,0.435,2.5e+17,3.4e+19,0.0010662847619819415,0.062714455145410977,0.00091033330660705391,3.13e+19,1220.0,0.11016268226006122
0.00017755378104033308,0.10838751670573885,29700.0,0.44,2.5e+17,3.39e+19,0.001082220530990409,0.062933376171530234,0.00092405590424428613,3.12e+19,1200.0,0.11042315528613438
0.00018060343362562978,0.10861770433420034,29500.0,0.44500000000000001,2.5e+17,3.38e+19,0.0010983493272579479,0.063154634622484759,0.00093794558527445025,3.11e+19,1180.0,0.11068649976916069
0.00018396046937050044,0.10886688538642984,29200.0,0.45000000000000001,2.5166666666666666e+17,3.37e+19,0.0011160223415980616,0.06339459247212148,0.00095317193344807128,3.11e+19,1170.0,0.11097281590781216
0.00018735280075549707,0.10911811715217849,29000.0,0.45500000000000002,2.5166666666666666e+17,3.36e+19,0.0011338710266751702,0.063636590729375359,0.00096855044709934592,3.1e+19,1150.0,0.1112616204784764
0.00019109808854175333,0.10938985605311868,28700.0,0.46000000000000002,2.5166666666666666e+17,3.34e+19,0.0011534764191222287,0.063898993062800696,0.00098545061552715737,3.09e+19,1140.0,0.11157530936926842
0.0001944841432374785,0.10963202489111,28500.0,0.46500000000000002,2.5166666666666666e+17,3.33e+19,0.0011711993370105689,0.06413342377871975,0.0010007247569212327,3.08e+19,1120.0,0.1118540496694905
0.00019314884874336587,0.10948555861605878,28200.0,0.47000000000000003,2.5333333333333334e+17,3.32e+19,0.0011641811606986053,0.064000227521698899,0.00099462825730049168,3.07e+19,1100.0,0.111673465636508
0.00019209893785812618,0.10936214293089822,27900.0,0.47500000000000003,2.5333333333333334e+17,3.31e+19,0.0011586535441056114,0.063888879413572769,0.00098981938837723518,3.06e+19,1090.0,0.1115201541984851
0.0001964142388196984,0.10967207833568157,27600.0,0.47999999999999998,2.5333333333333334e+17,3.31e+19,0.0011811484502292503,0.064188276504667546,0.0010092179765666921,3.06e+19,1070.0,0.11187956754570262
0.00020093748496712748,0.10999700032454399,27300.0,0.48499999999999999,2.55e+17,3.3e+19,0.001204708422902055,0.064502110623921916,0.0010295379193417575,3.05e+19,1060.0,0.11225683697966757
0.00021211497706197628,0.11080149300393603,27000.0,0.48999999999999999,2.55e+17,3.29e+19,0.0012623505251481654,0.065277929644283278,0.0010793412088562974,3.04e+19,1050.0,0.11320550118955003
0.00022323986552242548,0.1116017147017683,26700.0,0.495,2.55e+17,3.28e+19,0.0013197174146229174,0.066049699411014698,0.0011289067471280561,3.03e+19,1030.0,0.11414911058705396
0.00022920959781171121,0.11198338020674352,26400.0,0.5,2.5666666666666666e+17,3.27e+19,0.0013501134525045388,0.066424642322010369,0.0011551726636072433,3.02e+19,1020.0,0.11459734837146086
0.00023517933010099693,0.11236504571171874,26000.0,0.505,2.5666666666666666e+17,3.26e+19,0.0013805094903861601,0.06679958523300604,0.0011814385800864302,3.01e+19,1000.0,0.11504558615586778
0.00024345160705438503,0.11287836399403209,25700.0,0.51000000000000001,2.5666666666666666e+17,3.25e+19,0.0014222477209358895,0.067305867376936959,0.0012175436452500873,3.01e+19,992.0,0.11565294398324073
0.00025174737936148849,0.11339302567203255,25300.0,0.51500000000000001,2.5833333333333334e+17,3.24e+19,0.0014641016881454978,0.067813489717122324,0.0012537491098901163,3e+19,979.0,0.11626192548452149
0.00026286260575430131,0.11404778404686253,25000.0,0.52000000000000002,2.5833333333333334e+17,3.23e+19,0.0015195285350917292,0.068464223194248164,0.0013017507914424701,2.99e+19,966.0,0.11704200059794868
0.00027406594008729256,0.11470692044346843,24600.0,0.52500000000000002,2.5833333333333334e+17,3.23e+19,0.0015753795345297302,0.069119428894403381,0.0013501211047733342,2.98e+19,954.0,0.11782742238675546
0.00028967214739294869,0.11556278175780928,24200.0,0.53000000000000003,2.6e+17,3.22e+19,0.0016520323588190514,0.069979297942141638,0.0014166004775182156,2.98e+19,943.0,0.11885524536282525
0.00030551255006949123,0.11642910716351902,23800.0,0.53500000000000003,2.6e+17,3.21e+19,0.0017297916631536557,0.070850053338155583,0.0014840430981042682,2.97e+19,931.0,0.11989596201906863
0.00032404500569332327,0.11735488556603361,23400.0,0.54000000000000004,2.6166666666666666e+17,3.2e+19,0.0018192258295551323,0.071793885382906181,0.0015617232225733468,2.96e+19,920.0,0.12101583194326941
0.00034278229143270991,0.1182851875661312,23000.0,0.54500000000000004,2.6166666666666666e+17,3.2e+19,0.001909548300679088,0.072743277607451959,0.0016401822875552643,2.96e+19,909.0,0.12214172439872782
0.00036694346047534926,0.11937450149017985,22700.0,0.55000000000000004,2.6333333333333334e+17,3.19e+19,0.00202381632620617,0.073872145043569079,0.0017396112209576756,2.95e+19,899.0,0.12347131789613745
0.00039164701784831388,0.12047971660662363,22300.0,0.55500000000000005,2.6333333333333334e+17,3.18e+19,0.0021404789071735649,0.075018960000843349,0.0018411371412021364,2.94e+19,889.0,0.12482128149774221
0.00042208582786736813,0.12170053866359347,21900.0,0.56000000000000005,2.6333333333333334e+17,3.17e+19,0.0022811770611873344,0.07630850615534053,0.0019638134660379864,2.94e+19,879.0,0.12632620463889627
0.00045324154446718348,0.12293581158812908,21500.0,0.56500000000000006,2.65e+17,3.17e+19,0.0024248796618319005,0.077615893709490569,0.0020891335914477601,2.93e+19,869.0,0.12785049772249399
0.000491629273152514,0.12428905976331088,21100.0,0.57000000000000006,2.65e+17,3.16e+19,0.0025978347053177996,0.079076499862727953,0.0022402850118922574,2.93e+19,860.0,0.12953746983363684
0.00053111021296705036,0.12566014140661361,20700.0,0.57500000000000007,2.6666666666666666e+17,3.15e+19,0.0027752116296983196,0.08056026696699016,0.0023953411629815389,2.92e+19,851.0,0.13124903296057139
0.00057974382744437297,0.12715042282053035,20300.0,0.57999999999999996,2.6666666666666666e+17,3.15e+19,0.002988206905924707,0.082207921891406327,0.0025819744024275604,2.91e+19,842.0,0.13313058019943153
0.00063001184811148012,0.12866198990777106,19900.0,0.58499999999999996,2.6833333333333334e+17,3.14e+19,0.003207562602123576,0.083884842497992898,0.0027742464076515759,2.91e+19,833.0,0.13504248174399269
0.00069188972989245019,0.13029259645257915,19500.0,0.58999999999999997,2.6833333333333334e+17,3.14e+19,0.0034702375820351329,0.085736300784219566,0.0030050944008931648,2.9e+19,825.0,0.13713107018186629
0.00075617453409946515,0.13194788190932197,19200.0,0.59499999999999997,2.7e+17,3.13e+19,0.0037418933890578576,0.087623943711347227,0.0032439398550652269,2.9e+19,816.0,0.13925628882932906
0.00083294908254182964,0.13367398414223317,18800.0,0.59999999999999998,2.7166666666666666e+17,3.12e+19,0.0040570607177542028,0.089641359991033509,0.0035218252750431668,2.89e+19,808.0,0.1415025250984307
0.00091268994524009003,0.13541690535948436,18400.0,0.60499999999999998,2.7166666666666666e+17,3.12e+19,0.0043825620328480346,0.091689597441952458,0.0038089826869000041,2.89e+19,801.0,0.14377750305267156
0.0010128462341927669,0.1373182502378045,18100.0,0.60999999999999999,2.7333333333333334e+17,3.11e+19,0.0047787811410201263,0.09398380412178356,0.0041596440830731817,2.88e+19,793.0,0.14629813826009122
0.0011184989840600946,0.13926224764025857,17800.0,0.61499999999999999,2.7333333333333334e+17,3.11e+19,0.0051940396550209803,0.096344233286321773,0.004527402705793067,2.88e+19,785.0,0.14888491195875136
0.0012445177175903059,0.14126924470175128,17400.0,0.62,2.75e+17,3.1e+19,0.0056733054071344243,0.098850568080270373,0.0049533079686797168,2.87e+19,778.0,0.15160048628094155
0.0013766998409132326,0.14329530744953203,17100.0,0.625,2.7666666666666666e+17,3.1e+19,0.0061719417707819437,0.10140105852522474,0.0053968102410905201,2.87e+19,771.0,0.15435503973920006
0.0015370389854205632,0.1454204847603518,16800.0,0.63,2.7666666666666666e+17,3.09e+19,0.0067562956256452056,0.10415630818922701,0.0059185056739765769,2.86e+19,764.0,0.1572984831422036
0.0017068906370847875,0.14757914672084688,16500.0,0.63500000000000001,2.7833333333333334e+17,3.09e+19,0.0073696080924056783,0.10698073326506978,0.0064666177151313023,2.86e+19,757.0,0.16030574071572914
0.0019073746062135384,0.149784489185184,16200.0,0.64000000000000001,2.8e+17,3.08e+19,0.0080683104885073582,0.10995598284490182,0.0070935442251603524,2.85e+19,750.0,0.16344016076747059
0.0021193456943914878,0.15200733683846188,15900.0,0.64500000000000002,2.8e+17,3.08e+19,0.008799034108111994,0.11298779161372985,0.0077500261610172778,2.85e+19,744.0,0.16662226674854297
0.0023725241831405895,0.1543078061553918,15700.0,0.65000000000000002,2.8166666666666666e+17,3.07e+19,0.0096403432039742498,0.11622743834906508,0.0085091391375843768,2.85e+19,737.0,0.16998943308871373
0.0026427743092691685,0.1566404330186919,15500.0,0.65500000000000003,2.8333333333333334e+17,3.07e+19,0.01052746628285752,0.11955318938481044,0.0093107706881599781,2.84e+19,731.0,0.17343326729193956
0.0029629896976661975,0.15903760084690441,15200.0,0.66000000000000003,2.8333333333333334e+17,3.06e+19,0.011539406567434367,0.1230877935886925,0.010229484288624623,2.84e+19,725.0,0.17706050340925505
0.0033059833673914894,0.16146419176206231,15000.0,0.66500000000000004,2.85e+17,3.06e+19,0.012608248813430346,0.12671761026628395,0.011201573529479859,2.83e+19,718.0,0.18077134922269969
0.0036945272420814304,0.16386425393626058,14800.0,0.67000000000000004,2.8666666666666666e+17,3.05e+19,0.013774410727357187,0.13043221786008022,0.012267294944241929,2.83e+19,712.0,0.18453820996700931
0.0041058462192536966,0.16625105173997906,14600.0,0.67500000000000004,2.8833333333333331e+17,3.05e+19,0.014989232475249461,0.13418922091197888,0.013379832445957418,2.82e+19,706.0,0.18833307817675143
0.0045814628343280785,0.16867281215774246,14500.0,0.68000000000000005,2.8833333333333331e+17,3.05e+19,0.016341686422184112,0.13813815486533385,0.014624776100438126,2.82e+19,700.0,0.19229620627882096
0.0050922422201301791,0.17111369275506169,14300.0,0.68500000000000005,2.9e+17,3.04e+19,0.017769407977970064,0.14219205103042271,0.015942129369712312,2.82e+19,694.0,0.196351351509507
0.0056666344216756981,0.17353713609929747,14200.0,0.69000000000000006,2.9166666666666669e+17,3.04e+19,0.019315777128759603,0.14636605123004753,0.017376552415731022,2.81e+19,688.0,0.20050580513824029
0.0062789891100358377,0.17595017334088664,14100.0,0.69500000000000006,2.9333333333333331e+17,3.03e+19,0.020932952102373868,0.15061172641802453,0.018880839683355338,2.81e+19,682.0,0.20471952345613079
