ebeam,pbeam,rtang,aminor,rmajor,bknot,pwrfrac1,pwrfrac2,pwrfrac3,epsknot,epssep,shftknot
76.56296774,4.88,1.715,0.588,1.7166,2,0.764219265,0.128745659,0.107035076,1.25,1.8623,0.043537415
