ebeam,pbeam,rtang,aminor,rmajor,bknot,pwrfrac1,pwrfrac2,pwrfrac3,epsknot,epssep,shftknot
76.91,2.50E+00,1.146,0.578,1.75,-2.006,0.756,0.129,0.11,1.29,1.745,0.10239
