ebeam,pbeam,rtang,aminor,rmajor,bknot,pwrfrac1,pwrfrac2,pwrfrac3,epsknot,epssep,shftknot
77.53,4.009,1.0898,0.5886,1.709,2,0.765,0.128,0.107,1.256,1.861,0.03211
