ebeam,pbeam,rtang,aminor,rmajor,bknot,pwrfrac1,pwrfrac2,pwrfrac3,epsknot,epssep,shftknot
77.48,4.6,1.09,0.598,1.687,2,0.76,0.13,0.11,1.265,1.82,0.033
