rhor,xnuati,xnuioni
8.56E-01,0,0
8.62E-01,0,0
8.68E-01,0,0
8.74E-01,0,0
8.80E-01,0,0
8.86E-01,0,0
8.92E-01,0,0
8.98E-01,0,0
9.04E-01,0,0
9.10E-01,0,0
9.16E-01,0,0
9.22E-01,0,0
9.28E-01,0,0
9.34E-01,0,0
9.40E-01,0,0
9.46E-01,0,0
9.52E-01,0,0
9.58E-01,0,0
9.64E-01,0,0
9.70E-01,0,0
9.76E-01,0,0
9.82E-01,0,0
9.88E-01,0,0
9.94E-01,0,0
1,0,0
