rhor,xne,xni,xte,xti,xer,fz1,fracz,exlti,exlte,vpolC,vtorC,exlni,q,zbar2
3.50E-01,3.42E+19,3.13E+19,1.01E+03,9.38E+02,7.00E+03,1.43E+18,2.50E-02,0.33793053,0.511848101,-3.21E+02,2.37E+04,0.5575375,6.69E-01,6
3.55E-01,3.40E+19,3.11E+19,1.00E+03,9.29E+02,7.04E+03,1.42E+18,2.50E-02,0.33425108,0.5015,-3.35E+02,2.37E+04,0.56702542,6.77E-01,6
3.60E-01,3.38E+19,3.09E+19,9.95E+02,9.20E+02,7.08E+03,1.41E+18,2.50E-02,0.33082786,0.503797468,-3.49E+02,2.38E+04,0.57805234,6.84E-01,6
3.65E-01,3.36E+19,3.07E+19,9.87E+02,9.10E+02,7.11E+03,1.40E+18,2.50E-02,0.32742372,0.49355,-3.64E+02,2.38E+04,0.59025466,6.92E-01,6
3.70E-01,3.34E+19,3.06E+19,9.79E+02,9.01E+02,7.15E+03,1.39E+18,2.50E-02,0.32419345,0.3671625,-3.79E+02,2.38E+04,0.60424292,7.00E-01,6
3.75E-01,3.32E+19,3.04E+19,9.71E+02,8.92E+02,7.18E+03,1.38E+18,2.50E-02,0.32097098,0.479555556,-3.94E+02,2.38E+04,0.61979741,7.08E-01,6
3.80E-01,3.31E+19,3.02E+19,9.63E+02,8.83E+02,7.20E+03,1.37E+18,2.50E-02,0.31801143,0.475555556,-4.10E+02,2.39E+04,0.63751173,7.16E-01,6
3.85E-01,3.29E+19,3.01E+19,9.55E+02,8.74E+02,7.23E+03,1.37E+18,2.50E-02,0.31502792,0.471555556,-4.27E+02,2.39E+04,0.65693641,7.24E-01,6
3.90E-01,3.27E+19,2.99E+19,9.47E+02,8.65E+02,7.25E+03,1.36E+18,2.50E-02,0.31224576,0.461853659,-4.44E+02,2.39E+04,0.67874223,7.32E-01,6
3.95E-01,3.25E+19,2.98E+19,9.39E+02,8.55E+02,7.28E+03,1.35E+18,2.50E-02,0.30958384,0.463506173,-4.61E+02,2.39E+04,0.70288748,7.40E-01,6
4.00E-01,3.24E+19,2.97E+19,9.31E+02,8.46E+02,7.30E+03,1.34E+18,2.50E-02,0.30705807,0.453902439,-4.79E+02,2.40E+04,0.73004675,7.49E-01,6
4.05E-01,3.22E+19,2.95E+19,9.22E+02,8.37E+02,7.32E+03,1.33E+18,2.50E-02,0.30457884,0.444481928,-4.97E+02,2.40E+04,0.76035786,7.57E-01,6
4.10E-01,3.20E+19,2.94E+19,9.14E+02,8.28E+02,7.34E+03,1.32E+18,2.50E-02,0.30215052,0.445853659,-5.15E+02,2.40E+04,0.79220909,7.66E-01,6
4.15E-01,3.19E+19,2.93E+19,9.06E+02,8.19E+02,7.36E+03,1.31E+18,2.50E-02,0.29989806,0.43653012,-5.34E+02,2.40E+04,0.8258189,7.75E-01,6
4.20E-01,3.17E+19,2.92E+19,8.98E+02,8.11E+02,7.38E+03,1.30E+18,2.50E-02,0.29762429,0.437804878,-5.54E+02,2.41E+04,0.86073518,7.84E-01,6
4.25E-01,3.15E+19,2.91E+19,8.89E+02,8.02E+02,7.39E+03,1.29E+18,2.50E-02,0.29548368,0.321433735,-5.74E+02,2.41E+04,0.89724445,7.93E-01,6
4.30E-01,3.14E+19,2.90E+19,8.81E+02,7.93E+02,7.41E+03,1.29E+18,2.50E-02,0.2934323,0.424578313,-5.94E+02,2.41E+04,0.93512845,8.02E-01,6
4.35E-01,3.12E+19,2.89E+19,8.73E+02,7.84E+02,7.42E+03,1.28E+18,2.50E-02,0.29148561,0.415571429,-6.15E+02,2.42E+04,0.97441578,8.12E-01,6
4.40E-01,3.10E+19,2.88E+19,8.64E+02,7.75E+02,7.43E+03,1.27E+18,2.50E-02,0.28955826,0.41653012,-6.37E+02,2.42E+04,1.0143399,8.21E-01,6
4.45E-01,3.09E+19,2.87E+19,8.56E+02,7.67E+02,7.44E+03,1.26E+18,2.50E-02,0.28772274,0.41253012,-6.59E+02,2.42E+04,1.0556426,8.31E-01,6
4.50E-01,3.07E+19,2.86E+19,8.48E+02,7.58E+02,7.44E+03,1.25E+18,2.50E-02,0.2860285,0.403666667,-6.81E+02,2.43E+04,1.0983039,8.41E-01,6
4.55E-01,3.06E+19,2.85E+19,8.39E+02,7.50E+02,7.45E+03,1.24E+18,2.50E-02,0.28450856,0.399666667,-7.04E+02,2.43E+04,1.1422234,8.51E-01,6
4.60E-01,3.04E+19,2.84E+19,8.31E+02,7.41E+02,7.45E+03,1.24E+18,2.50E-02,0.28294021,0.395666667,-7.28E+02,2.43E+04,1.1860543,8.61E-01,6
4.65E-01,3.03E+19,2.84E+19,8.23E+02,7.33E+02,7.45E+03,1.23E+18,2.50E-02,0.28150648,0.396385542,-7.52E+02,2.44E+04,1.2305424,8.71E-01,6
4.70E-01,3.01E+19,2.83E+19,8.14E+02,7.24E+02,7.45E+03,1.22E+18,2.50E-02,0.28017074,0.387714286,-7.76E+02,2.44E+04,1.2748394,8.82E-01,6
4.75E-01,3.00E+19,2.82E+19,8.06E+02,7.16E+02,7.45E+03,1.21E+18,2.50E-02,0.27892604,0.383714286,-8.01E+02,2.44E+04,1.3187003,8.93E-01,6
4.80E-01,2.98E+19,2.81E+19,7.97E+02,7.08E+02,7.44E+03,1.20E+18,2.50E-02,0.2777988,0.379714286,-8.27E+02,2.45E+04,1.3615376,9.03E-01,6
4.85E-01,2.97E+19,2.81E+19,7.89E+02,7.00E+02,7.44E+03,1.20E+18,2.50E-02,0.27684209,0.281785714,-8.53E+02,2.45E+04,1.4026188,9.14E-01,6
4.90E-01,2.96E+19,2.80E+19,7.81E+02,6.92E+02,7.44E+03,1.19E+18,2.50E-02,0.27581614,0.371714286,-8.80E+02,2.46E+04,1.4405509,9.26E-01,6
4.95E-01,2.94E+19,2.80E+19,7.72E+02,6.84E+02,7.43E+03,1.18E+18,2.50E-02,0.27504221,0.363388235,-9.07E+02,2.46E+04,1.4764562,9.37E-01,6
5.00E-01,2.93E+19,2.79E+19,7.64E+02,6.76E+02,7.43E+03,1.18E+18,2.50E-02,0.27443826,0.363666667,-9.35E+02,2.46E+04,1.5092878,9.48E-01,6
5.05E-01,2.91E+19,2.78E+19,7.55E+02,6.68E+02,7.42E+03,1.17E+18,2.50E-02,0.27377751,0.359666667,-9.63E+02,2.47E+04,1.5367733,9.60E-01,6
5.10E-01,2.90E+19,2.78E+19,7.47E+02,6.61E+02,7.41E+03,1.16E+18,2.50E-02,0.2733463,0.355666667,-9.92E+02,2.47E+04,1.5596131,9.72E-01,6
5.15E-01,2.89E+19,2.77E+19,7.39E+02,6.53E+02,7.40E+03,1.16E+18,2.50E-02,0.27301756,0.351666667,-1.02E+03,2.48E+04,1.5774212,9.84E-01,6
5.20E-01,2.87E+19,2.77E+19,7.30E+02,6.45E+02,7.39E+03,1.15E+18,2.50E-02,0.27281174,0.347666667,-1.05E+03,2.48E+04,1.5887548,9.96E-01,6
5.25E-01,2.86E+19,2.76E+19,7.22E+02,6.38E+02,7.37E+03,1.14E+18,2.50E-02,0.27278247,0.347807229,-1.08E+03,2.49E+04,1.5942606,1.01E+00,6
5.30E-01,2.85E+19,2.76E+19,7.13E+02,6.31E+02,7.36E+03,1.14E+18,2.50E-02,0.2729612,0.339714286,-1.11E+03,2.49E+04,1.5932677,1.02E+00,6
5.35E-01,2.84E+19,2.75E+19,7.05E+02,6.24E+02,7.34E+03,1.13E+18,2.50E-02,0.27311161,0.335714286,-1.14E+03,2.50E+04,1.5843518,1.03E+00,6
5.40E-01,2.82E+19,2.75E+19,6.97E+02,6.17E+02,7.32E+03,1.13E+18,2.50E-02,0.27367613,0.248785714,-1.18E+03,2.50E+04,1.5706377,1.05E+00,6
5.45E-01,2.81E+19,2.74E+19,6.88E+02,6.10E+02,7.30E+03,1.12E+18,2.50E-02,0.27426997,0.331662651,-1.21E+03,2.51E+04,1.5495044,1.06E+00,6
5.50E-01,2.80E+19,2.73E+19,6.80E+02,6.03E+02,7.27E+03,1.11E+18,2.50E-02,0.27501836,0.327662651,-1.24E+03,2.51E+04,1.5233051,1.07E+00,6
5.55E-01,2.79E+19,2.73E+19,6.72E+02,5.96E+02,7.24E+03,1.11E+18,2.50E-02,0.27572361,0.319809524,-1.28E+03,2.52E+04,1.4904919,1.09E+00,6
5.60E-01,2.77E+19,2.72E+19,6.63E+02,5.89E+02,7.21E+03,1.10E+18,2.50E-02,0.27639791,0.319614458,-1.31E+03,2.52E+04,1.4523419,1.10E+00,6
5.65E-01,2.76E+19,2.72E+19,6.55E+02,5.83E+02,7.18E+03,1.10E+18,2.50E-02,0.27726904,0.315614458,-1.35E+03,2.53E+04,1.4110794,1.12E+00,6
5.70E-01,2.75E+19,2.71E+19,6.47E+02,5.77E+02,7.15E+03,1.09E+18,2.50E-02,0.27795377,0.315414634,-1.38E+03,2.53E+04,1.3653102,1.13E+00,6
5.75E-01,2.74E+19,2.71E+19,6.38E+02,5.70E+02,7.12E+03,1.09E+18,2.50E-02,0.27865157,0.307662651,-1.42E+03,2.54E+04,1.3166046,1.14E+00,6
5.80E-01,2.73E+19,2.70E+19,6.30E+02,5.64E+02,7.09E+03,1.09E+18,2.50E-02,0.27949351,0.307365854,-1.45E+03,2.54E+04,1.2661737,1.16E+00,6
5.85E-01,2.72E+19,2.69E+19,6.22E+02,5.58E+02,7.06E+03,1.08E+18,2.50E-02,0.28020886,0.299710843,-1.49E+03,2.55E+04,1.2141455,1.17E+00,6
5.90E-01,2.70E+19,2.69E+19,6.14E+02,5.52E+02,7.03E+03,1.08E+18,2.50E-02,0.28101021,0.299317073,-1.52E+03,2.55E+04,1.1617593,1.19E+00,6
5.95E-01,2.69E+19,2.68E+19,6.05E+02,5.46E+02,6.99E+03,1.07E+18,2.50E-02,0.28169414,0.298962963,-1.55E+03,2.55E+04,1.1089109,1.21E+00,6
6.00E-01,2.68E+19,2.67E+19,5.97E+02,5.40E+02,6.96E+03,1.07E+18,2.50E-02,0.28247547,0.21852439,-1.59E+03,2.56E+04,1.057658,1.22E+00,6
6.05E-01,2.67E+19,2.66E+19,5.89E+02,5.35E+02,6.93E+03,1.07E+18,2.50E-02,0.28314936,0.29091358,-1.62E+03,2.56E+04,1.007448,1.24E+00,6
6.10E-01,2.66E+19,2.66E+19,5.81E+02,5.29E+02,6.90E+03,1.06E+18,2.50E-02,0.28391814,0.28691358,-1.65E+03,2.56E+04,0.9592489,1.25E+00,6
6.15E-01,2.65E+19,2.65E+19,5.73E+02,5.24E+02,6.87E+03,1.06E+18,2.50E-02,0.28460944,0.28291358,-1.68E+03,2.57E+04,0.91261488,1.27E+00,6
6.20E-01,2.64E+19,2.64E+19,5.65E+02,5.18E+02,6.85E+03,1.06E+18,2.50E-02,0.2853539,0.2824,-1.71E+03,2.57E+04,0.86799216,1.29E+00,6
6.25E-01,2.63E+19,2.63E+19,5.57E+02,5.13E+02,6.82E+03,1.06E+18,2.50E-02,0.28597283,0.2784,-1.74E+03,2.57E+04,0.82499492,1.30E+00,6
6.30E-01,2.62E+19,2.62E+19,5.49E+02,5.08E+02,6.80E+03,1.06E+18,2.50E-02,0.28669012,0.2744,-1.77E+03,2.57E+04,0.78428423,1.32E+00,6
6.35E-01,2.60E+19,2.61E+19,5.41E+02,5.02E+02,6.78E+03,1.05E+18,2.50E-02,0.28719622,0.2704,-1.79E+03,2.57E+04,0.74623632,1.34E+00,6
6.40E-01,2.59E+19,2.60E+19,5.33E+02,4.97E+02,6.77E+03,1.05E+18,2.50E-02,0.28783944,0.269772152,-1.81E+03,2.57E+04,0.71208334,1.36E+00,6
6.45E-01,2.58E+19,2.59E+19,5.25E+02,4.92E+02,6.73E+03,1.05E+18,2.50E-02,0.28844762,0.265772152,-1.84E+03,2.57E+04,0.6805895,1.37E+00,6
6.50E-01,2.57E+19,2.58E+19,5.17E+02,4.87E+02,6.69E+03,1.05E+18,2.50E-02,0.28894678,0.261772152,-1.86E+03,2.57E+04,0.65149468,1.39E+00,6
6.55E-01,2.56E+19,2.57E+19,5.09E+02,4.83E+02,6.64E+03,1.05E+18,2.50E-02,0.2894789,0.195807692,-1.88E+03,2.57E+04,0.62480092,1.41E+00,6
6.60E-01,2.55E+19,2.55E+19,5.01E+02,4.78E+02,6.61E+03,1.05E+18,2.50E-02,0.28993356,0.257076923,-1.89E+03,2.56E+04,0.59983933,1.43E+00,6
6.65E-01,2.54E+19,2.54E+19,4.94E+02,4.73E+02,6.58E+03,1.05E+18,2.50E-02,0.2903257,0.253076923,-1.91E+03,2.56E+04,0.57642341,1.45E+00,6
6.70E-01,2.53E+19,2.53E+19,4.86E+02,4.69E+02,6.56E+03,1.05E+18,2.50E-02,0.29070005,0.252311688,-1.92E+03,2.55E+04,0.55439258,1.47E+00,6
6.75E-01,2.52E+19,2.52E+19,4.78E+02,4.64E+02,6.55E+03,1.05E+18,2.50E-02,0.29098427,0.245128205,-1.93E+03,2.55E+04,0.53354031,1.49E+00,6
6.80E-01,2.51E+19,2.50E+19,4.70E+02,4.60E+02,6.53E+03,1.05E+18,2.50E-02,0.29137105,0.247473684,-1.93E+03,2.54E+04,0.51410812,1.51E+00,6
6.85E-01,2.50E+19,2.49E+19,4.63E+02,4.55E+02,6.50E+03,1.05E+18,2.50E-02,0.2915273,0.240311688,-1.94E+03,2.53E+04,0.49542764,1.53E+00,6
6.90E-01,2.48E+19,2.47E+19,4.55E+02,4.51E+02,6.45E+03,1.05E+18,2.50E-02,0.29180971,0.239421053,-1.94E+03,2.53E+04,0.47797906,1.55E+00,6
6.95E-01,2.47E+19,2.46E+19,4.47E+02,4.47E+02,6.40E+03,1.05E+18,2.50E-02,0.29179457,0.235421053,-1.94E+03,2.52E+04,0.46105826,1.58E+00,6
7.00E-01,2.46E+19,2.44E+19,4.40E+02,4.42E+02,6.36E+03,1.06E+18,2.50E-02,0.29171765,0.231421053,-1.93E+03,2.50E+04,0.44500518,1.60E+00,6
7.05E-01,2.45E+19,2.43E+19,4.32E+02,4.38E+02,6.34E+03,1.06E+18,2.50E-02,0.2916626,0.230453333,-1.92E+03,2.49E+04,0.42980692,1.62E+00,6
7.10E-01,2.44E+19,2.41E+19,4.25E+02,4.34E+02,6.31E+03,1.06E+18,2.50E-02,0.29139197,0.226453333,-1.91E+03,2.48E+04,0.41511202,1.64E+00,6
7.15E-01,2.43E+19,2.40E+19,4.17E+02,4.30E+02,6.27E+03,1.06E+18,2.50E-02,0.29128692,0.16684,-1.90E+03,2.46E+04,0.40145513,1.67E+00,6
