eq1,eq2,xmas1,rmajor,aminor,ephia,xmas2,xk,elong,fracz,fheate,delma,BCnbi,fluxheat,fluxpart
1.60E-19,9.60E-19,3.35E-27,1.75E+00,5.99E-01,4.00E-02,2.01E-26,1.60E-19,1.836,2.50E-02,4.00E-01,5.00E-03,1.22E+19,1.30E+05,1.32E+20
