eq1,eq2,xmas1,rmajor,aminor,ephia,xmas2,xk,delma,elong,q95,bphi,plasmaCur
1.60E-19,9.60E-19,3.35E-27,1.75E+00,5.78E-01,4.00E-02,2.01E-26,1.60E-19,5.00E-03,1.78E+00,3.92E+00,-2.01E+00,1.28E+00
