rhor,xne,xni,xte,xti,xer,fz1,fracz,exlti,exlte,vpolC,vtorC,exlni,q,zbar2
2.20E-01,3.99E+19,3.55E+19,1.81E+03,2.00E+03,2.66E+04,1.56E+18,2.50E-02,0.63657498,0.73955064,-2.20E+02,9.47E+04,1.5909969,6.22E-01,6
2.25E-01,3.97E+19,3.54E+19,1.80E+03,1.99E+03,2.70E+04,1.56E+18,2.50E-02,0.62071574,0.72596902,-2.36E+02,9.46E+04,1.47622,6.27E-01,6
2.30E-01,3.96E+19,3.53E+19,1.79E+03,1.98E+03,2.73E+04,1.56E+18,2.50E-02,0.6054619,0.71291343,-2.52E+02,9.44E+04,1.3784453,6.33E-01,6
2.35E-01,3.95E+19,3.53E+19,1.78E+03,1.96E+03,2.77E+04,1.56E+18,2.50E-02,0.59071761,0.70029978,-2.68E+02,9.43E+04,1.2952734,6.39E-01,6
2.40E-01,3.93E+19,3.52E+19,1.77E+03,1.95E+03,2.80E+04,1.56E+18,2.50E-02,0.57654965,0.68823891,-2.86E+02,9.41E+04,1.2228532,6.45E-01,6
2.45E-01,3.92E+19,3.51E+19,1.76E+03,1.94E+03,2.83E+04,1.56E+18,2.50E-02,0.56271929,0.67646898,-3.04E+02,9.39E+04,1.1630379,6.51E-01,6
2.50E-01,3.90E+19,3.50E+19,1.75E+03,1.93E+03,2.86E+04,1.55E+18,2.50E-02,0.54944563,0.6651526,-3.23E+02,9.38E+04,1.1197754,6.57E-01,6
2.55E-01,3.89E+19,3.49E+19,1.74E+03,1.92E+03,2.89E+04,1.55E+18,2.50E-02,0.53657067,0.6542019,-3.43E+02,9.36E+04,1.090485,6.63E-01,6
2.60E-01,3.88E+19,3.47E+19,1.74E+03,1.91E+03,2.92E+04,1.55E+18,2.50E-02,0.52409434,0.64365446,-3.64E+02,9.34E+04,1.0733802,6.69E-01,6
2.65E-01,3.86E+19,3.46E+19,1.73E+03,1.89E+03,2.95E+04,1.55E+18,2.50E-02,0.51196986,0.63331567,-3.85E+02,9.32E+04,1.0672772,6.76E-01,6
2.70E-01,3.85E+19,3.45E+19,1.72E+03,1.88E+03,2.97E+04,1.55E+18,2.50E-02,0.50036061,0.62356495,-4.07E+02,9.30E+04,1.072726,6.82E-01,6
2.75E-01,3.84E+19,3.44E+19,1.71E+03,1.87E+03,2.99E+04,1.55E+18,2.50E-02,0.48913375,0.61411004,-4.30E+02,9.28E+04,1.0892137,6.88E-01,6
2.80E-01,3.82E+19,3.43E+19,1.70E+03,1.85E+03,3.02E+04,1.55E+18,2.50E-02,0.47820514,0.60493448,-4.54E+02,9.26E+04,1.1138293,6.95E-01,6
2.85E-01,3.81E+19,3.42E+19,1.69E+03,1.84E+03,3.04E+04,1.55E+18,2.50E-02,0.46743342,0.59585547,-4.79E+02,9.23E+04,1.1362127,7.01E-01,6
2.90E-01,3.79E+19,3.41E+19,1.68E+03,1.83E+03,3.05E+04,1.55E+18,2.50E-02,0.45723006,0.58734007,-5.04E+02,9.21E+04,1.1565702,7.08E-01,6
2.95E-01,3.78E+19,3.40E+19,1.67E+03,1.81E+03,3.07E+04,1.55E+18,2.50E-02,0.44710407,0.57885406,-5.31E+02,9.18E+04,1.1735349,7.14E-01,6
3.00E-01,3.77E+19,3.39E+19,1.66E+03,1.80E+03,3.09E+04,1.54E+18,2.50E-02,0.43726051,0.57062808,-5.58E+02,9.16E+04,1.1869115,7.21E-01,6
3.05E-01,3.75E+19,3.38E+19,1.65E+03,1.79E+03,3.10E+04,1.54E+18,2.50E-02,0.42771697,0.56266795,-5.87E+02,9.13E+04,1.1970006,7.28E-01,6
3.10E-01,3.74E+19,3.37E+19,1.64E+03,1.77E+03,3.12E+04,1.54E+18,2.50E-02,0.41824985,0.5546868,-6.16E+02,9.11E+04,1.2025548,7.35E-01,6
3.15E-01,3.73E+19,3.36E+19,1.63E+03,1.76E+03,3.13E+04,1.54E+18,2.50E-02,0.40920353,0.54715289,-6.46E+02,9.08E+04,1.20575,7.42E-01,6
3.20E-01,3.71E+19,3.35E+19,1.62E+03,1.74E+03,3.14E+04,1.54E+18,2.50E-02,0.4002547,0.53968102,-6.78E+02,9.05E+04,1.2088009,7.49E-01,6
3.25E-01,3.70E+19,3.35E+19,1.61E+03,1.73E+03,3.14E+04,1.54E+18,2.50E-02,0.39160457,0.53248295,-7.10E+02,9.02E+04,1.2113378,7.57E-01,6
3.30E-01,3.69E+19,3.34E+19,1.60E+03,1.72E+03,3.15E+04,1.54E+18,2.50E-02,0.38313371,0.52544832,-7.43E+02,8.99E+04,1.2140815,7.64E-01,6
3.35E-01,3.67E+19,3.33E+19,1.59E+03,1.70E+03,3.16E+04,1.54E+18,2.50E-02,0.37478778,0.51846372,-7.78E+02,8.96E+04,1.2162308,7.72E-01,6
3.40E-01,3.66E+19,3.32E+19,1.58E+03,1.69E+03,3.16E+04,1.54E+18,2.50E-02,0.36669353,0.51177955,-8.13E+02,8.92E+04,1.2185453,7.79E-01,6
3.45E-01,3.65E+19,3.31E+19,1.57E+03,1.67E+03,3.16E+04,1.54E+18,2.50E-02,0.35875151,0.50519422,-8.49E+02,8.89E+04,1.2205398,7.87E-01,6
3.50E-01,3.64E+19,3.30E+19,1.56E+03,1.65E+03,3.16E+04,1.54E+18,2.50E-02,0.35100529,0.49874662,-8.87E+02,8.86E+04,1.2221091,7.95E-01,6
3.55E-01,3.62E+19,3.29E+19,1.55E+03,1.64E+03,3.16E+04,1.54E+18,2.50E-02,0.34336132,0.49238155,-9.25E+02,8.82E+04,1.2229537,8.03E-01,6
3.60E-01,3.61E+19,3.28E+19,1.54E+03,1.62E+03,3.16E+04,1.54E+18,2.50E-02,0.3358525,0.4861486,-9.65E+02,8.78E+04,1.2228491,8.11E-01,6
3.65E-01,3.60E+19,3.27E+19,1.53E+03,1.61E+03,3.16E+04,1.54E+18,2.50E-02,0.32858443,0.48014676,-1.01E+03,8.75E+04,1.2224535,8.19E-01,6
3.70E-01,3.59E+19,3.26E+19,1.52E+03,1.59E+03,3.15E+04,1.54E+18,2.50E-02,0.3213824,0.47413326,-1.05E+03,8.71E+04,1.2205586,8.27E-01,6
3.75E-01,3.57E+19,3.26E+19,1.51E+03,1.57E+03,3.15E+04,1.54E+18,2.50E-02,0.31430361,0.4682445,-1.09E+03,8.67E+04,1.2181288,8.35E-01,6
3.80E-01,3.56E+19,3.25E+19,1.50E+03,1.56E+03,3.14E+04,1.54E+18,2.50E-02,0.30742267,0.4625746,-1.13E+03,8.63E+04,1.215149,8.44E-01,6
3.85E-01,3.55E+19,3.24E+19,1.49E+03,1.54E+03,3.13E+04,1.54E+18,2.50E-02,0.30058122,0.45680227,-1.18E+03,8.59E+04,1.2106324,8.53E-01,6
3.90E-01,3.54E+19,3.23E+19,1.48E+03,1.52E+03,3.12E+04,1.54E+18,2.50E-02,0.29419899,0.45139025,-1.23E+03,8.54E+04,1.2082541,8.61E-01,6
3.95E-01,3.53E+19,3.22E+19,1.46E+03,1.51E+03,3.11E+04,1.54E+18,2.50E-02,0.28809848,0.44595636,-1.27E+03,8.50E+04,1.2099993,8.70E-01,6
4.00E-01,3.52E+19,3.21E+19,1.45E+03,1.49E+03,3.09E+04,1.54E+18,2.50E-02,0.28232098,0.44056144,-1.32E+03,8.45E+04,1.2155426,8.79E-01,6
4.05E-01,3.50E+19,3.20E+19,1.44E+03,1.47E+03,3.08E+04,1.54E+18,2.50E-02,0.27684808,0.43522127,-1.37E+03,8.41E+04,1.2253031,8.89E-01,6
4.10E-01,3.49E+19,3.19E+19,1.43E+03,1.45E+03,3.06E+04,1.54E+18,2.50E-02,0.27167794,0.42999589,-1.42E+03,8.36E+04,1.2398795,8.98E-01,6
4.15E-01,3.48E+19,3.19E+19,1.42E+03,1.44E+03,3.05E+04,1.54E+18,2.50E-02,0.26679483,0.42486215,-1.47E+03,8.31E+04,1.2593925,9.07E-01,6
4.20E-01,3.47E+19,3.18E+19,1.41E+03,1.42E+03,3.03E+04,1.54E+18,2.50E-02,0.26227528,0.41991488,-1.53E+03,8.26E+04,1.2850403,9.17E-01,6
4.25E-01,3.46E+19,3.17E+19,1.40E+03,1.40E+03,3.01E+04,1.55E+18,2.50E-02,0.25797987,0.41500781,-1.58E+03,8.22E+04,1.3167056,9.27E-01,6
4.30E-01,3.45E+19,3.16E+19,1.39E+03,1.38E+03,2.99E+04,1.55E+18,2.50E-02,0.25383905,0.40999144,-1.63E+03,8.16E+04,1.35212,9.37E-01,6
4.35E-01,3.44E+19,3.16E+19,1.38E+03,1.37E+03,2.97E+04,1.55E+18,2.50E-02,0.24994901,0.40507316,-1.68E+03,8.11E+04,1.3844854,9.47E-01,6
4.40E-01,3.43E+19,3.15E+19,1.37E+03,1.35E+03,2.95E+04,1.55E+18,2.50E-02,0.24632162,0.4002787,-1.74E+03,8.06E+04,1.4124268,9.57E-01,6
4.45E-01,3.42E+19,3.14E+19,1.36E+03,1.33E+03,2.93E+04,1.55E+18,2.50E-02,0.24298275,0.39563141,-1.79E+03,8.01E+04,1.4353279,9.67E-01,6
4.50E-01,3.41E+19,3.13E+19,1.34E+03,1.31E+03,2.90E+04,1.55E+18,2.50E-02,0.2398209,0.39097293,-1.85E+03,7.96E+04,1.4521049,9.78E-01,6
4.55E-01,3.40E+19,3.13E+19,1.33E+03,1.30E+03,2.88E+04,1.55E+18,2.50E-02,0.23689227,0.38641175,-1.90E+03,7.90E+04,1.4622939,9.88E-01,6
4.60E-01,3.39E+19,3.12E+19,1.32E+03,1.28E+03,2.85E+04,1.56E+18,2.50E-02,0.23406434,0.38171813,-1.95E+03,7.85E+04,1.4651977,9.99E-01,6
4.65E-01,3.38E+19,3.11E+19,1.31E+03,1.26E+03,2.83E+04,1.56E+18,2.50E-02,0.23155431,0.37733891,-2.01E+03,7.79E+04,1.4615308,1.01E+00,6
4.70E-01,3.37E+19,3.11E+19,1.30E+03,1.24E+03,2.80E+04,1.56E+18,2.50E-02,0.22910354,0.37286789,-2.06E+03,7.74E+04,1.4504601,1.02E+00,6
4.75E-01,3.36E+19,3.10E+19,1.29E+03,1.23E+03,2.77E+04,1.56E+18,2.50E-02,0.22680725,0.36847802,-2.12E+03,7.68E+04,1.4322053,1.03E+00,6
4.80E-01,3.36E+19,3.09E+19,1.28E+03,1.21E+03,2.75E+04,1.56E+18,2.50E-02,0.22459692,0.36403112,-2.17E+03,7.63E+04,1.4128864,1.04E+00,6
4.85E-01,3.35E+19,3.09E+19,1.27E+03,1.19E+03,2.72E+04,1.57E+18,2.50E-02,0.22263971,0.35979822,-2.22E+03,7.57E+04,1.3986675,1.06E+00,6
4.90E-01,3.34E+19,3.08E+19,1.26E+03,1.18E+03,2.69E+04,1.57E+18,2.50E-02,0.22074933,0.35548312,-2.27E+03,7.51E+04,1.3884848,1.07E+00,6
4.95E-01,3.33E+19,3.07E+19,1.25E+03,1.16E+03,2.66E+04,1.57E+18,2.50E-02,0.21902794,0.3512235,-2.33E+03,7.45E+04,1.3824296,1.08E+00,6
5.00E-01,3.32E+19,3.07E+19,1.23E+03,1.14E+03,2.63E+04,1.58E+18,2.50E-02,0.21745558,0.34698865,-2.38E+03,7.40E+04,1.3806853,1.09E+00,6
5.05E-01,3.32E+19,3.06E+19,1.22E+03,1.13E+03,2.60E+04,1.58E+18,2.50E-02,0.21609075,0.34289477,-2.43E+03,7.34E+04,1.3834106,1.11E+00,6
5.10E-01,3.31E+19,3.05E+19,1.21E+03,1.11E+03,2.57E+04,1.58E+18,2.50E-02,0.21491194,0.33886368,-2.48E+03,7.28E+04,1.3906966,1.12E+00,6
5.15E-01,3.30E+19,3.04E+19,1.20E+03,1.10E+03,2.54E+04,1.58E+18,2.50E-02,0.21377036,0.33465661,-2.52E+03,7.22E+04,1.4018793,1.13E+00,6
5.20E-01,3.29E+19,3.04E+19,1.19E+03,1.08E+03,2.51E+04,1.59E+18,2.50E-02,0.21293043,0.33068226,-2.57E+03,7.16E+04,1.4185994,1.14E+00,6
5.25E-01,3.29E+19,3.03E+19,1.18E+03,1.06E+03,2.48E+04,1.59E+18,2.50E-02,0.21217704,0.32658102,-2.62E+03,7.11E+04,1.440163,1.16E+00,6
5.30E-01,3.28E+19,3.03E+19,1.17E+03,1.05E+03,2.45E+04,1.59E+18,2.50E-02,0.2116816,0.32263242,-2.66E+03,7.05E+04,1.468245,1.17E+00,6
5.35E-01,3.27E+19,3.02E+19,1.16E+03,1.03E+03,2.42E+04,1.60E+18,2.50E-02,0.21139075,0.31871054,-2.71E+03,6.99E+04,1.5024071,1.18E+00,6
5.40E-01,3.27E+19,3.01E+19,1.15E+03,1.02E+03,2.39E+04,1.60E+18,2.50E-02,0.21123528,0.31469532,-2.75E+03,6.93E+04,1.5443292,1.20E+00,6
5.45E-01,3.26E+19,3.01E+19,1.13E+03,1.00E+03,2.36E+04,1.61E+18,2.50E-02,0.21139359,0.31084845,-2.79E+03,6.87E+04,1.5914447,1.21E+00,6
5.50E-01,3.25E+19,3.00E+19,1.12E+03,9.90E+02,2.33E+04,1.61E+18,2.50E-02,0.2117645,0.30696021,-2.83E+03,6.81E+04,1.6407754,1.22E+00,6
5.55E-01,3.25E+19,3.00E+19,1.11E+03,9.76E+02,2.31E+04,1.62E+18,2.50E-02,0.21237656,0.3030899,-2.87E+03,6.75E+04,1.692378,1.24E+00,6
5.60E-01,3.24E+19,2.99E+19,1.10E+03,9.62E+02,2.28E+04,1.62E+18,2.50E-02,0.21322863,0.29917864,-2.90E+03,6.69E+04,1.7470167,1.25E+00,6
5.65E-01,3.24E+19,2.99E+19,1.09E+03,9.49E+02,2.25E+04,1.62E+18,2.50E-02,0.21454453,0.29551372,-2.94E+03,6.64E+04,1.8052416,1.27E+00,6
5.70E-01,3.23E+19,2.98E+19,1.08E+03,9.36E+02,2.22E+04,1.63E+18,2.50E-02,0.21603918,0.29166192,-2.97E+03,6.58E+04,1.8652058,1.28E+00,6
5.75E-01,3.23E+19,2.98E+19,1.07E+03,9.23E+02,2.19E+04,1.63E+18,2.50E-02,0.21795964,0.28790976,-3.00E+03,6.52E+04,1.9292943,1.30E+00,6
5.80E-01,3.22E+19,2.97E+19,1.06E+03,9.11E+02,2.16E+04,1.64E+18,2.50E-02,0.22029217,0.28419007,-3.03E+03,6.46E+04,1.9970864,1.31E+00,6
5.85E-01,3.22E+19,2.97E+19,1.05E+03,8.99E+02,2.13E+04,1.64E+18,2.50E-02,0.22309081,0.28052132,-3.06E+03,6.41E+04,2.0692134,1.33E+00,6
5.90E-01,3.21E+19,2.96E+19,1.04E+03,8.87E+02,2.11E+04,1.65E+18,2.50E-02,0.22633819,0.27679441,-3.08E+03,6.35E+04,2.1455922,1.35E+00,6
5.95E-01,3.21E+19,2.96E+19,1.02E+03,8.76E+02,2.08E+04,1.66E+18,2.50E-02,0.23016882,0.27310562,-3.10E+03,6.29E+04,2.2254975,1.36E+00,6
6.00E-01,3.20E+19,2.96E+19,1.01E+03,8.65E+02,2.06E+04,1.66E+18,2.50E-02,0.23464923,0.26946708,-3.12E+03,6.24E+04,2.3115857,1.38E+00,6
6.05E-01,3.20E+19,2.95E+19,1.00E+03,8.54E+02,2.04E+04,1.67E+18,2.50E-02,0.23982418,0.26580576,-3.14E+03,6.18E+04,2.4041386,1.39E+00,6
6.10E-01,3.19E+19,2.95E+19,9.92E+02,8.44E+02,2.01E+04,1.67E+18,2.50E-02,0.2454246,0.26213651,-3.16E+03,6.13E+04,2.4992001,1.41E+00,6
6.15E-01,3.19E+19,2.95E+19,9.81E+02,8.35E+02,1.99E+04,1.68E+18,2.50E-02,0.25125182,0.25855486,-3.17E+03,6.07E+04,2.6042295,1.43E+00,6
6.20E-01,3.19E+19,2.94E+19,9.70E+02,8.25E+02,1.96E+04,1.69E+18,2.50E-02,0.25735286,0.25511964,-3.18E+03,6.02E+04,2.7156692,1.45E+00,6
6.25E-01,3.18E+19,2.94E+19,9.59E+02,8.16E+02,1.94E+04,1.69E+18,2.50E-02,0.26335615,0.25149091,-3.19E+03,5.97E+04,2.8353424,1.46E+00,6
6.30E-01,3.18E+19,2.94E+19,9.48E+02,8.08E+02,1.92E+04,1.70E+18,2.50E-02,0.26951084,0.24794548,-3.19E+03,5.91E+04,2.9612834,1.48E+00,6
6.35E-01,3.18E+19,2.93E+19,9.37E+02,7.99E+02,1.89E+04,1.71E+18,2.50E-02,0.27563086,0.24432312,-3.19E+03,5.86E+04,3.0970128,1.50E+00,6
6.40E-01,3.17E+19,2.93E+19,9.27E+02,7.91E+02,1.87E+04,1.71E+18,2.50E-02,0.28183579,0.24081441,-3.19E+03,5.81E+04,3.2454143,1.52E+00,6
6.45E-01,3.17E+19,2.93E+19,9.16E+02,7.84E+02,1.85E+04,1.72E+18,2.50E-02,0.28806582,0.23734014,-3.18E+03,5.76E+04,3.4022386,1.54E+00,6
6.50E-01,3.17E+19,2.93E+19,9.05E+02,7.76E+02,1.82E+04,1.73E+18,2.50E-02,0.29422027,0.23391594,-3.17E+03,5.71E+04,3.5707567,1.56E+00,6
6.55E-01,3.16E+19,2.92E+19,8.94E+02,7.69E+02,1.81E+04,1.74E+18,2.50E-02,0.30012953,0.23041654,-3.16E+03,5.66E+04,3.7458947,1.58E+00,6
6.60E-01,3.16E+19,2.92E+19,8.84E+02,7.62E+02,1.79E+04,1.75E+18,2.50E-02,0.30596501,0.22703437,-3.15E+03,5.61E+04,3.9312646,1.60E+00,6
6.65E-01,3.16E+19,2.92E+19,8.73E+02,7.55E+02,1.77E+04,1.75E+18,2.50E-02,0.31131306,0.22353634,-3.13E+03,5.57E+04,4.1193438,1.62E+00,6
6.70E-01,3.16E+19,2.92E+19,8.62E+02,7.49E+02,1.75E+04,1.76E+18,2.50E-02,0.31634384,0.22010218,-3.11E+03,5.52E+04,4.3145027,1.64E+00,6
6.75E-01,3.15E+19,2.92E+19,8.52E+02,7.42E+02,1.73E+04,1.77E+18,2.50E-02,0.32094768,0.21668603,-3.08E+03,5.47E+04,4.5133934,1.66E+00,6
6.80E-01,3.15E+19,2.91E+19,8.41E+02,7.36E+02,1.72E+04,1.78E+18,2.50E-02,0.32505015,0.21332132,-3.05E+03,5.43E+04,4.7131963,1.68E+00,6
6.85E-01,3.15E+19,2.91E+19,8.31E+02,7.30E+02,1.71E+04,1.79E+18,2.50E-02,0.32845724,0.20992508,-3.02E+03,5.39E+04,4.9121709,1.70E+00,6
6.90E-01,3.15E+19,2.91E+19,8.20E+02,7.24E+02,1.69E+04,1.80E+18,2.50E-02,0.33110526,0.206545,-2.98E+03,5.34E+04,5.1080661,1.72E+00,6
6.95E-01,3.14E+19,2.91E+19,8.10E+02,7.19E+02,1.68E+04,1.81E+18,2.50E-02,0.33303475,0.20318868,-2.94E+03,5.30E+04,5.306685,1.74E+00,6
7.00E-01,3.14E+19,2.91E+19,7.99E+02,7.13E+02,1.67E+04,1.82E+18,2.50E-02,0.33401054,0.19983142,-2.90E+03,5.26E+04,5.4819641,1.76E+00,6
7.05E-01,3.14E+19,2.91E+19,7.89E+02,7.07E+02,1.66E+04,1.83E+18,2.50E-02,0.33407274,0.19650401,-2.85E+03,5.22E+04,5.6456838,1.79E+00,6
