eq1,eq2,xmas1,rmajor,aminor,ephia,xmas2,xk,delma,elong,q95,bphi,plasmaCur
1.60E-19,9.60E-19,3.35E-27,1.76E+00,5.86E-01,4.00E-02,2.01E-26,1.60E-19,5.00E-03,1.74E+00,3.884,-2.11E+00,1.28E+00
