eq1,eq2,xmas1,rmajor,aminor,ephia,xmas2,xk,delma,elong,fracz,BCnbi,fluxheat,fheate,fluxpart
1.60E-19,9.60E-19,3.35E-27,1.76E+00,5.73E-01,4.00E-02,2.01E-26,1.60E-19,5.00E-03,1.80E+00,2.50E-02,3.97E+18,5.92E+04,4.00E-01,3.45E+20
