rhor,xne,xni,xte,xti,xer,fz1,fracz,exlti,exlte,vpolC,vtorC,exlni,q,zbar2
7.10E-01,3.02E+19,2.80E+19,7.30E+02,6.64E+02,1.38E+04,1.78E+18,2.50E-02,0.2774919,0.21319145,-2.87E+03,4.51E+04,1.7861249,1.80E+00,6
7.15E-01,3.01E+19,2.79E+19,7.21E+02,6.58E+02,1.37E+04,1.79E+18,2.50E-02,0.27196819,0.20924456,-2.83E+03,4.48E+04,1.7633408,1.83E+00,6
7.20E-01,3.01E+19,2.79E+19,7.13E+02,6.52E+02,1.36E+04,1.80E+18,2.50E-02,0.26598638,0.20520559,-2.78E+03,4.45E+04,1.7354282,1.85E+00,6
7.25E-01,3.01E+19,2.78E+19,7.04E+02,6.45E+02,1.36E+04,1.80E+18,2.50E-02,0.25958863,0.20110817,-2.73E+03,4.42E+04,1.7022238,1.88E+00,6
7.30E-01,3.00E+19,2.78E+19,6.95E+02,6.39E+02,1.35E+04,1.81E+18,2.50E-02,0.25316921,0.19721807,-2.67E+03,4.39E+04,1.6671653,1.90E+00,6
7.35E-01,3.00E+19,2.78E+19,6.87E+02,6.33E+02,1.34E+04,1.82E+18,2.50E-02,0.24625275,0.19313854,-2.61E+03,4.36E+04,1.6273277,1.93E+00,6
7.40E-01,2.99E+19,2.77E+19,6.78E+02,6.27E+02,1.34E+04,1.83E+18,2.50E-02,0.2392094,0.18913695,-2.54E+03,4.33E+04,1.5852462,1.96E+00,6
7.45E-01,2.99E+19,2.77E+19,6.69E+02,6.20E+02,1.33E+04,1.84E+18,2.50E-02,0.23191372,0.18509148,-2.46E+03,4.29E+04,1.5394167,1.98E+00,6
7.50E-01,2.98E+19,2.76E+19,6.61E+02,6.14E+02,1.33E+04,1.84E+18,2.50E-02,0.22445363,0.18101242,-2.38E+03,4.26E+04,1.4925647,2.01E+00,6
7.55E-01,2.98E+19,2.76E+19,6.52E+02,6.07E+02,1.32E+04,1.85E+18,2.50E-02,0.21696688,0.17702231,-2.28E+03,4.22E+04,1.4447228,2.04E+00,6
7.60E-01,2.97E+19,2.75E+19,6.43E+02,6.01E+02,1.32E+04,1.86E+18,2.50E-02,0.20946889,0.1730846,-2.18E+03,4.18E+04,1.3953857,2.07E+00,6
7.65E-01,2.97E+19,2.75E+19,6.35E+02,5.94E+02,1.32E+04,1.87E+18,2.50E-02,0.20183674,0.16897502,-2.08E+03,4.13E+04,1.3440868,2.10E+00,6
7.70E-01,2.96E+19,2.75E+19,6.26E+02,5.87E+02,1.31E+04,1.88E+18,2.50E-02,0.19480003,0.16504828,-1.97E+03,4.08E+04,1.2928842,2.13E+00,6
7.75E-01,2.96E+19,2.74E+19,6.17E+02,5.80E+02,1.31E+04,1.89E+18,2.50E-02,0.18790403,0.16096811,-1.84E+03,4.03E+04,1.240676,2.16E+00,6
7.80E-01,2.95E+19,2.74E+19,6.08E+02,5.73E+02,1.30E+04,1.89E+18,2.50E-02,0.18147099,0.1570079,-1.71E+03,3.98E+04,1.1889544,2.19E+00,6
7.85E-01,2.94E+19,2.73E+19,5.99E+02,5.66E+02,1.30E+04,1.90E+18,2.50E-02,0.17532979,0.1530477,-1.58E+03,3.92E+04,1.1377251,2.22E+00,6
7.90E-01,2.94E+19,2.72E+19,5.90E+02,5.58E+02,1.29E+04,1.91E+18,2.50E-02,0.16932918,0.14898052,-1.43E+03,3.85E+04,1.0868766,2.25E+00,6
7.95E-01,2.93E+19,2.72E+19,5.82E+02,5.51E+02,1.28E+04,1.92E+18,2.50E-02,0.16367558,0.1450143,-1.28E+03,3.78E+04,1.0370268,2.29E+00,6
8.00E-01,2.93E+19,2.71E+19,5.73E+02,5.43E+02,1.28E+04,1.93E+18,2.50E-02,0.15822801,0.1410264,-1.12E+03,3.71E+04,0.98835337,2.32E+00,6
8.05E-01,2.92E+19,2.71E+19,5.64E+02,5.36E+02,1.27E+04,1.94E+18,2.50E-02,0.15303081,0.13707793,-9.45E+02,3.63E+04,0.94160616,2.35E+00,6
8.10E-01,2.91E+19,2.70E+19,5.55E+02,5.28E+02,1.26E+04,1.94E+18,2.50E-02,0.14802206,0.1331349,-7.65E+02,3.55E+04,0.89596599,2.39E+00,6
8.15E-01,2.91E+19,2.69E+19,5.46E+02,5.20E+02,1.25E+04,1.95E+18,2.50E-02,0.14328243,0.12927543,-5.77E+02,3.47E+04,0.85221332,2.42E+00,6
8.20E-01,2.90E+19,2.69E+19,5.36E+02,5.12E+02,1.25E+04,1.96E+18,2.50E-02,0.13873671,0.12545037,-3.78E+02,3.38E+04,0.81066316,2.46E+00,6
8.25E-01,2.89E+19,2.68E+19,5.27E+02,5.04E+02,1.24E+04,1.97E+18,2.50E-02,0.13424261,0.12154062,-1.72E+02,3.29E+04,0.76967216,2.50E+00,6
8.30E-01,2.88E+19,2.67E+19,5.18E+02,4.96E+02,1.23E+04,1.98E+18,2.50E-02,0.12993795,0.11768494,3.18E+01,3.19E+04,0.73066276,2.54E+00,6
8.35E-01,2.88E+19,2.66E+19,5.09E+02,4.88E+02,1.22E+04,1.98E+18,2.50E-02,0.12584348,0.11390713,2.17E+02,3.10E+04,0.69373047,2.58E+00,6
8.40E-01,2.87E+19,2.66E+19,5.00E+02,4.80E+02,1.20E+04,1.99E+18,2.50E-02,0.12180766,0.11008265,3.68E+02,3.00E+04,0.65799415,2.62E+00,6
8.45E-01,2.86E+19,2.65E+19,4.90E+02,4.72E+02,1.17E+04,2.00E+18,2.50E-02,0.11806227,0.10643098,4.69E+02,2.90E+04,0.62470335,2.66E+00,6
8.50E-01,2.85E+19,2.64E+19,4.81E+02,4.64E+02,1.14E+04,2.01E+18,2.50E-02,0.11437074,0.10274846,5.14E+02,2.80E+04,0.59284091,2.70E+00,6
8.55E-01,2.84E+19,2.63E+19,4.71E+02,4.56E+02,1.09E+04,2.02E+18,2.50E-02,0.11083633,0.099131284,5.06E+02,2.70E+04,0.56277728,2.74E+00,6
8.60E-01,2.83E+19,2.62E+19,4.62E+02,4.47E+02,1.04E+04,2.02E+18,2.50E-02,0.10735913,0.095503254,4.50E+02,2.60E+04,0.53461403,2.78E+00,6
8.65E-01,2.82E+19,2.61E+19,4.52E+02,4.39E+02,9.85E+03,2.03E+18,2.50E-02,0.10401304,0.09193188,3.52E+02,2.50E+04,0.50840831,2.83E+00,6
8.70E-01,2.81E+19,2.60E+19,4.42E+02,4.31E+02,9.22E+03,2.04E+18,2.50E-02,0.10086255,0.088485534,2.15E+02,2.40E+04,0.48436141,2.88E+00,6
8.75E-01,2.80E+19,2.59E+19,4.33E+02,4.23E+02,8.54E+03,2.05E+18,2.50E-02,0.097687118,0.084971141,4.55E+01,2.30E+04,0.46113026,2.92E+00,6
8.80E-01,2.79E+19,2.58E+19,4.23E+02,4.14E+02,7.83E+03,2.05E+18,2.50E-02,0.094795741,0.081666269,-1.53E+02,2.20E+04,0.44011492,2.97E+00,6
8.85E-01,2.78E+19,2.57E+19,4.13E+02,4.06E+02,7.06E+03,2.06E+18,2.50E-02,0.091738835,0.078189231,-3.76E+02,2.11E+04,0.42096478,3.02E+00,6
8.90E-01,2.77E+19,2.55E+19,4.03E+02,3.97E+02,6.27E+03,2.04E+18,2.50E-02,0.088895403,0.074866188,-6.17E+02,2.01E+04,0.40694311,3.07E+00,6
8.95E-01,2.75E+19,2.54E+19,3.93E+02,3.89E+02,5.45E+03,2.02E+18,2.50E-02,0.086113572,0.071574763,-8.74E+02,1.92E+04,0.39696336,3.12E+00,6
9.00E-01,2.74E+19,2.53E+19,3.82E+02,3.81E+02,4.61E+03,1.98E+18,2.50E-02,0.083500087,0.068408199,-1.14E+03,1.84E+04,0.39105672,3.18E+00,6
9.05E-01,2.73E+19,2.52E+19,3.72E+02,3.72E+02,3.74E+03,1.93E+18,2.50E-02,0.080997102,0.065313115,-1.41E+03,1.75E+04,0.38885584,3.23E+00,6
9.10E-01,2.71E+19,2.51E+19,3.62E+02,3.64E+02,2.84E+03,1.87E+18,2.50E-02,0.07860975,0.062296326,-1.68E+03,1.67E+04,0.39572302,3.29E+00,6
9.15E-01,2.70E+19,2.50E+19,3.51E+02,3.56E+02,1.90E+03,1.80E+18,2.50E-02,0.076168612,0.059213976,-1.95E+03,1.59E+04,0.42038918,3.35E+00,6
9.20E-01,2.68E+19,2.49E+19,3.41E+02,3.47E+02,8.89E+02,1.71E+18,2.50E-02,0.073647834,0.056045891,-2.22E+03,1.52E+04,0.47149917,3.41E+00,6
9.25E-01,2.67E+19,2.48E+19,3.30E+02,3.39E+02,-2.25E+02,1.62E+18,2.50E-02,0.071033128,0.052764288,-2.49E+03,1.45E+04,0.57268178,3.48E+00,6
9.30E-01,2.65E+19,2.47E+19,3.19E+02,3.31E+02,-1.50E+03,1.52E+18,2.50E-02,0.068433449,0.049416162,-2.79E+03,1.39E+04,0.77223784,3.54E+00,6
9.35E-01,2.63E+19,2.47E+19,3.08E+02,3.23E+02,-2.94E+03,1.41E+18,2.50E-02,0.065963633,0.046011785,-3.13E+03,1.33E+04,1.1095006,3.61E+00,6
9.40E-01,2.62E+19,2.46E+19,2.96E+02,3.14E+02,-4.55E+03,1.30E+18,2.50E-02,0.063870899,0.042591383,-3.52E+03,1.28E+04,1.7232416,3.69E+00,6
9.45E-01,2.60E+19,2.46E+19,2.85E+02,3.06E+02,-6.29E+03,1.17E+18,2.50E-02,0.062087301,0.038894918,-3.97E+03,1.24E+04,2.5623145,3.76E+00,6
9.50E-01,2.57E+19,2.46E+19,2.72E+02,2.98E+02,-8.10E+03,1.04E+18,2.50E-02,0.060588557,0.034635642,-4.50E+03,1.20E+04,1.2971219,3.84E+00,6
9.55E-01,2.55E+19,2.46E+19,2.59E+02,2.90E+02,-9.93E+03,9.06E+17,2.50E-02,0.058959663,0.029376216,-5.11E+03,1.17E+04,0.5399397,3.93E+00,6
9.60E-01,2.52E+19,2.44E+19,2.43E+02,2.82E+02,-1.16E+04,7.64E+17,2.50E-02,0.056689825,0.023070296,-5.72E+03,1.15E+04,0.25502738,4.02E+00,6
9.65E-01,2.48E+19,2.42E+19,2.25E+02,2.74E+02,-1.29E+04,6.21E+17,2.50E-02,0.053940184,0.016620893,-6.19E+03,1.13E+04,0.13510859,4.12E+00,6
9.70E-01,2.43E+19,2.39E+19,2.01E+02,2.66E+02,-1.35E+04,4.85E+17,2.50E-02,0.050875559,0.011130489,-6.34E+03,1.12E+04,0.07568346,4.23E+00,6
9.75E-01,2.36E+19,2.33E+19,1.71E+02,2.59E+02,-1.32E+04,3.63E+17,2.50E-02,0.047617696,0.00723625,-6.01E+03,1.12E+04,0.043609504,4.34E+00,5.94
9.80E-01,2.26E+19,2.23E+19,1.35E+02,2.51E+02,-1.18E+04,2.65E+17,2.50E-02,0.044417486,0.004896814,-5.13E+03,1.13E+04,0.025482558,4.50E+00,5.76
9.85E-01,2.11E+19,2.08E+19,9.83E+01,2.43E+02,-9.34E+03,1.95E+17,2.50E-02,0.041365582,0.003704756,-3.83E+03,1.15E+04,0.015116904,4.66E+00,5.26
9.90E-01,1.89E+19,1.87E+19,6.83E+01,2.36E+02,-6.24E+03,1.49E+17,2.50E-02,0.038499352,0.003317071,-2.27E+03,1.18E+04,0.009214139,4.84E+00,4.57
9.95E-01,1.60E+19,1.59E+19,4.82E+01,2.28E+02,-2.80E+03,1.22E+17,2.50E-02,0.03562402,0.003619215,-6.00E+02,1.22E+04,0.005841821,8.23E+00,4.1
1.00E+00,1.27E+19,1.26E+19,3.67E+01,2.21E+02,8.14E+02,1.11E+17,2.50E-02,0.033645473,0.005006013,1.04E+03,1.27E+04,0.004013752,1.23E+01,4
