ebeam,pbeam,rtang,aminor,rmajor,bknot,pwrfrac1,pwrfrac2,pwrfrac3,epsknot,epssep,shftknot
77.03,4.565,1.08,0.597,1.699,2,0.7647,0.1285,0.1067,1.248,1.827,0.04187
