          rhob              (dy/dt)/y (1/s) where y = tisplrhob
 201
        0.0000000	     -25.433197
     0.0049999999	     -25.433197
     0.0099999998	     -25.433197
      0.015000000	     -25.433197
      0.020000000	     -25.433197
      0.025000000	     -25.433197
      0.029999999	     -25.433197
      0.035000000	     -25.433197
      0.039999999	     -25.433197
      0.045000002	     -25.433197
      0.050000001	     -25.433197
      0.055000000	     -25.433197
      0.059999999	     -25.433197
      0.064999998	     -25.433197
      0.070000000	     -25.433197
      0.075000003	     -25.433197
      0.079999998	     -25.433197
      0.085000001	     -25.433197
      0.090000004	     -25.433197
      0.094999999	     -25.433197
       0.10000000	     -25.433197
       0.10500000	     -25.433197
       0.11000000	     -25.433197
       0.11500000	     -25.433197
       0.12000000	     -25.433197
       0.12500000	     -25.433197
       0.13000000	     -25.433197
       0.13500001	     -25.433197
       0.14000000	     -25.433197
       0.14500000	     -25.433197
       0.15000001	     -25.433197
       0.15500000	     -25.433197
       0.16000000	     -25.433197
       0.16500001	     -25.433197
       0.17000000	     -25.433197
       0.17500000	     -25.433197
       0.18000001	     -25.433197
       0.18500000	     -25.433197
       0.19000000	     -25.433197
       0.19499999	     -25.433197
       0.20000000	     -25.433197
       0.20500000	     -25.433197
       0.20999999	     -25.433197
       0.21500000	     -25.433197
       0.22000000	     -25.433197
       0.22499999	     -25.433197
       0.23000000	     -25.433197
       0.23500000	     -25.433197
       0.23999999	     -25.433197
       0.24500000	     -25.433197
       0.25000000	     -25.433197
       0.25500000	     -25.433197
       0.25999999	     -25.433197
       0.26499999	     -25.433197
       0.27000001	     -25.433197
       0.27500001	     -25.433197
       0.28000000	     -25.433197
       0.28500000	     -25.433197
       0.28999999	     -25.433197
       0.29499999	     -25.433197
       0.30000001	     -25.433197
       0.30500001	     -25.433197
       0.31000000	     -25.433197
       0.31500000	     -25.433197
       0.31999999	     -25.433197
       0.32499999	     -25.433197
       0.33000001	     -25.433197
       0.33500001	     -25.433197
       0.34000000	     -25.433197
       0.34500000	     -25.433197
       0.34999999	     -25.433197
       0.35499999	     -25.433197
       0.36000001	     -25.433197
       0.36500001	     -25.433197
       0.37000000	     -25.433197
       0.37500000	     -25.433197
       0.38000000	     -25.433197
       0.38499999	     -25.433197
       0.38999999	     -25.433197
       0.39500001	     -25.433197
       0.40000001	     -25.433197
       0.40500000	     -25.433197
       0.41000000	     -25.433197
       0.41499999	     -25.433197
       0.41999999	     -25.433197
       0.42500001	     -25.433197
       0.43000001	     -25.433197
       0.43500000	     -25.433197
       0.44000000	     -25.433197
       0.44499999	     -25.433197
       0.44999999	     -25.433197
       0.45500001	     -25.433197
       0.46000001	     -25.433197
       0.46500000	     -25.433197
       0.47000000	     -25.433197
       0.47499999	     -25.433197
       0.47999999	     -25.433197
       0.48500001	     -25.433197
       0.49000001	     -25.433197
       0.49500000	     -25.433197
       0.50000000	     -25.433197
       0.50500000	     -25.433197
       0.50999999	     -25.433197
       0.51499999	     -25.433197
       0.51999998	     -25.433197
       0.52499998	     -25.433197
       0.52999997	     -25.433197
       0.53500003	     -25.433197
       0.54000002	     -25.433197
       0.54500002	     -25.433197
       0.55000001	     -25.433197
       0.55500001	     -25.433197
