vp1splrhob
 629
        0.0000000	      0.0000000	      0.0000000
    0.00050000000	 -2.5853345e-09	      0.0000000
     0.0010000000	 -2.0682676e-08	      0.0000000
     0.0015000000	 -6.9804031e-08	      0.0000000
     0.0020000000	 -1.6546141e-07	      0.0000000
     0.0025000000	 -3.2316681e-07	      0.0000000
     0.0030000000	 -5.5843225e-07	      0.0000000
     0.0035000000	 -8.8676972e-07	      0.0000000
     0.0040000000	 -1.3236913e-06	      0.0000000
     0.0045000000	 -1.8847088e-06	      0.0000000
     0.0050000000	 -2.5853345e-06	      0.0000000
     0.0055000000	 -3.4410802e-06	      0.0000000
     0.0060000000	 -4.4674580e-06	      0.0000000
     0.0065000000	 -5.6799798e-06	      0.0000000
     0.0070000000	 -7.0941578e-06	      0.0000000
     0.0075000000	 -8.7255039e-06	      0.0000000
     0.0080000000	 -1.0589530e-05	      0.0000000
     0.0085000000	 -1.2701748e-05	      0.0000000
     0.0090000000	 -1.5077671e-05	      0.0000000
     0.0095000000	 -1.7732809e-05	      0.0000000
      0.010000000	 -2.0682676e-05	      0.0000000
      0.010500000	 -2.3942783e-05	      0.0000000
      0.011000000	 -2.7528641e-05	      0.0000000
      0.011500000	 -3.1455765e-05	      0.0000000
      0.012000000	 -3.5739664e-05	      0.0000000
      0.012500000	 -4.0395851e-05	      0.0000000
      0.013000000	 -4.5439839e-05	      0.0000000
      0.013500000	 -5.0887138e-05	      0.0000000
      0.014000000	 -5.6753262e-05	      0.0000000
      0.014500000	 -6.3053723e-05	      0.0000000
      0.015000000	 -6.9804031e-05	      0.0000000
      0.015500000	 -7.7019699e-05	      0.0000000
      0.016000000	 -8.4716240e-05	      0.0000000
      0.016500000	 -9.2909165e-05	      0.0000000
      0.017000000	 -0.00010161399	      0.0000000
      0.017500000	 -0.00011084622	      0.0000000
      0.018000000	 -0.00012062137	      0.0000000
      0.018500000	 -0.00013095495	      0.0000000
      0.019000000	 -0.00014186247	      0.0000000
      0.019500000	 -0.00015335946	      0.0000000
      0.020000000	 -0.00016546141	      0.0000000
      0.020500000	 -0.00017818384	      0.0000000
      0.021000000	 -0.00019154226	      0.0000000
      0.021500000	 -0.00020555219	      0.0000000
      0.022000000	 -0.00022022913	      0.0000000
      0.022500000	 -0.00023558860	      0.0000000
      0.023000000	 -0.00025164612	      0.0000000
